obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 16
236.5460,236.5489,10,,,106920.56,149182.2,3s.4p,1P*,1,3s.14s,1S,0,,,L3471,
238.825,238.8160,1,,,105427.52,147288.0,3s.4p,3P*,0,3s.10d,3D,1,,,L3471,
238.9035,238.9035,5,,,105441.50,147286.65,3s.4p,3P*,1,3s.10d,3D,2,,,L4575,
239.0692,239.0691,25,,,105470.93,147287.10,3s.4p,3P*,2,3s.10d,3D,3,,,L4575,
239.1276,239.1276,15,,,105427.52,147233.45,3s.4p,3P*,0,3s.11s,3S,1,,,L4575,
239.2078,239.2076,50,,,105441.50,147233.45,3s.4p,3P*,1,3s.11s,3S,1,,,L4575,
239.2234,239.2232,10,,,106920.56,148709.8,3s.4p,1P*,1,3s.13s,1S,0,,,L4575,
239.3760,239.3762,100,,,105470.93,147233.45,3s.4p,3P*,2,3s.11s,3S,1,,,L4575,
242.5596,242.5590,5,,,106920.56,148135.13,3s.4p,1P*,1,3s.11d,1D,2,,,L4575,
242.7742,242.7742,50,,,106920.56,148098.6,3s.4p,1P*,1,3s.12s,1S,0,,,L4575,
245.2584,245.2584,30,,,105427.52,146188.5,3s.4p,3P*,0,3s.9d,3D,1,,,L4575,
245.3423,245.3426,100,,,105441.50,146188.5,3s.4p,3P*,1,3s.9d,3D,2,,,L4575,
245.5177,245.5175,200,,,105470.93,146188.9,3s.4p,3P*,2,3s.9d,3D,3,,,L4575,
245.7187,245.7188,100,,,105427.52,146112.14,3s.4p,3P*,0,3s.10s,3S,1,,,L4575,
245.8037,245.8032,300,,,105441.50,146112.14,3s.4p,3P*,1,3s.10s,3S,1,,,L4575,
245.888,245.8883,3,,,110089.83,150746.4,3s.3d,1D,2,3s.20f,1F*,3,,,L3471,
245.9809,245.9812,500,,,105470.93,146112.14,3s.4p,3P*,2,3s.10s,3S,1,,,L4575,
246.628,246.6278,3,,,110089.83,150624.5,3s.3d,1D,2,3s.19f,1F*,3,,,L3471,
247.3008,247.3010,25,,,106920.56,147344.89,3s.4p,1P*,1,3s.10d,1D,2,,,L4575,
247.5252,247.5256,1500,4.60e+07,C+,85481.35,125869.015,3p2,1D,2,3s.5p,1P*,1,,T6533,L4575,
247.6322,247.6313,300,,,106920.56,147290.98,3s.4p,1P*,1,3s.11s,1S,0,,,L4575,
248.535,248.5354,5,,,110089.83,150313.4,3s.3d,1D,2,3s.17f,1F*,3,,,L3471,
249.7886,249.7887,10,,,110089.83,150111.6,3s.3d,1D,2,3s.16f,1F*,3,,,L4575,
250.425,250.4251,5,,,110089.83,150009.9,3s.3d,1D,2,3s.17p,1P*,1,,,L3471,
251.3145,251.3147,20,,,110089.83,149868.6,3s.3d,1D,2,3s.15f,1F*,3,,,L4575,
252.0579,252.0587,45,,,110089.83,149751.2,3s.3d,1D,2,3s.16p,1P*,1,,,L4575,
252.6486,252.6484,1000,1.94e+07,C+,95350.60,134919.40,3s.4s,1S,0,3s.6p,1P*,1,,T6533,L4575,
253.2092,253.2092,50,,,110089.83,149571.0,3s.3d,1D,2,3s.14f,1F*,3,,,L4575,
253.2629,253.2635,300,,,95549.42,135022.127,3s.3d,3D,3,3s.6p,3P*,2,,,L4575,
253.3117,253.3117,5,,,95550.51,135015.701,3s.3d,3D,2,3s.6p,3P*,1,,,L4575,
253.3170,253.3177,45,,,95551.44,135015.701,3s.3d,3D,1,3s.6p,3P*,1,,,L4575,
254.0179,254.0182,150,,,106920.56,146276.0,3s.4p,1P*,1,3s.9d,1D,2,,,L4575,
254.0706,254.0705,100,,,110089.83,149437.17,3s.3d,1D,2,3s.15p,1P*,1,,,L4575,
254.5606,254.5609,450,,,106920.56,146192.1,3s.4p,1P*,1,3s.10s,1S,0,,,L4575,
254.9314,254.9313,150,,,105427.52,144642.0,3s.4p,3P*,0,3s.8d,3D,1,,,L4575,
255.0217,255.0211,450,,,105441.50,144642.18,3s.4p,3P*,1,3s.8d,3D,2,,,L4575,
255.2109,255.2109,500,,,105470.93,144642.45,3s.4p,3P*,2,3s.8d,3D,3,,,L4575,
255.6007,255.6008,50,,,110089.83,149201.6,3s.3d,1D,2,3s.13f,1F*,3,,,L4575,
255.6793,255.6789,300,,,105427.52,144527.35,3s.4p,3P*,0,3s.9s,3S,1,,,L4575,
255.7707,255.7704,500,,,105441.50,144527.35,3s.4p,3P*,1,3s.9s,3S,1,,,L4575,
255.9627,255.9631,1000,,,105470.93,144527.35,3s.4p,3P*,2,3s.9s,3S,1,,,L4575,
256.5694,256.5693,150,,,110089.83,149053.98,3s.3d,1D,2,3s.14p,1P*,1,,,L4575,
258.6829,258.6827,150,,,110089.83,148735.66,3s.3d,1D,2,3s.12f,1F*,3,,,L4575,
259.6992,259.6990,300,,,110089.83,148584.44,3s.3d,1D,2,3s.13p,1P*,1,,,L4575,
262.2926,262.2934,15,,,111637.33,149751.2,3p2,1S,0,3s.16p,1P*,1,,,L4575,
262.7597,262.7609,350,,,110089.83,148135.9,3s.3d,1D,2,3s.11f,1F*,3,,,L4575,
263.1546,263.1546,100,2.48e+08,B+,85481.35,123470.5,3p2,1D,2,3s.4f,1F*,3,,T6533,L4575,
263.5020,263.5018,250,,,85481.35,123420.45,3p2,1D,2,3s.4f,3F*,3,,,L4575,
263.6724,263.6716,500,,,110089.83,148004.49,3s.3d,1D,2,3s.12p,1P*,1,,,L4575,
263.7689,263.7691,3000,2.85e+07,C+,95549.42,133450.07,3s.3d,3D,3,3s.5f,3F*,4,,"T6298c4,LS",L4575,
263.8178,263.8178,1000,3.18e+06,C+,95549.42,133443.08,3s.3d,3D,3,3s.5f,3F*,3,,"T6298c4,LS",L4575,
263.8255,263.8254,2500,2.53e+07,C+,95550.51,133443.08,3s.3d,3D,2,3s.5f,3F*,3,,"T6298c4,LS",L4575,
,263.8552,,1.25e+05,E,95549.42,133437.71,3s.3d,3D,3,3s.5f,3F*,2,,"T6298c4,LS",,
263.8627,263.8628,500,4.44e+06,C+,95550.51,133437.71,3s.3d,3D,2,3s.5f,3F*,2,,"T6298c4,LS",L4575,
263.8690,263.8692,2000,2.40e+07,C+,95551.44,133437.71,3s.3d,3D,1,3s.5f,3F*,2,,"T6298c4,LS",L4575,
264.0408,264.0407,450,,,106920.56,144782.23,3s.4p,1P*,1,3s.8d,1D,2,,,L4575,
265.0073,265.0073,500,,,106920.56,144644.14,3s.4p,1P*,1,3s.9s,1S,0,,,L4575,
,266.0355,,3.35e-03,A+,0.00,37577.79,2p6.3s2,1S,0,3s.3p,3P*,2,M2,c41,,
266.9157,266.9155,2500g,3.28e+03,A+,0.00,37453.91,2p6.3s2,1S,0,3s.3p,3P*,1,,T6947,L4575,
267.1811,267.1813,45,,,111637.33,149053.98,3p2,1S,0,3s.14p,1P*,1,,,L4575,
268.3274,268.3274,500,,,110089.83,147346.67,3s.3d,1D,2,3s.10f,1F*,3,,,L4575,
268.8743,268.8748,500,,,110089.83,147270.82,3s.3d,1D,2,3s.11p,1P*,1,,,L4575,
270.5770,270.5769,50,,,111637.33,148584.44,3p2,1S,0,3s.13p,1P*,1,,,L4575,
270.6435,270.6435,300,,,105427.52,142365.54,3s.4p,3P*,0,3s.7d,3D,1,,,L4575,
270.7452,270.7449,500,,,105441.50,142365.69,3s.4p,3P*,1,3s.7d,3D,2,,,L4575,
270.9593,270.9587,1000,,,105470.93,142365.98,3s.4p,3P*,2,3s.7d,3D,3,,,L4575,
271.9884,271.9881,350,,,105427.52,142182.94,3s.4p,3P*,0,3s.8s,3S,1,,,L4575,
272.3098,272.3098,500,,,105470.93,142182.94,3s.4p,3P*,2,3s.8s,3S,1,,,L4575,
274.8925,274.8921,150,,,111637.33,148004.49,3p2,1S,0,3s.12p,1P*,1,,,L4575,
276.0844,276.0845,500,,,110089.83,146299.92,3s.3d,1D,2,3s.10p,1P*,1,,,L4575,
276.2464,276.2464,500,,,110089.83,146278.70,3s.3d,1D,2,3s.9f,1F*,3,,,L4575,
280.1178,280.1181,500,,,106920.56,142609.27,3s.4p,1P*,1,3s.7d,1D,2,,,L4575,
280.5518,280.5522,150,,,111637.33,147270.82,3p2,1S,0,3s.11p,1P*,1,,,L4575,
281.6185,281.6185,4000,3.57e+08,A,59852.02,95350.60,3s.3p,1P*,1,3s.4s,1S,0,,"c47,u24",L4575,
282.0646,282.0641,125,,,106920.56,142363.06,3s.4p,1P*,1,3s.8s,1S,0,,,L4575,
286.8494,286.8494,1000,,,110089.83,144941.10,3s.3d,1D,2,3s.9p,1P*,1,,,L4575,
288.1450,288.1446,500,,,110089.83,144784.45,3s.3d,1D,2,3s.8f,1F*,3,,,L4575,
288.4106,288.4109,10,,,111637.33,146299.92,3p2,1S,0,3s.10p,1P*,1,,,L4575,
290.2141,290.2143,,,,91274.50,125721.703,3s.4s,3S,1,3s.5p,3P*,2,,,L3515,
290.3225,290.3228,,,,91274.50,125708.828,3s.4s,3S,1,3s.5p,3P*,1,,,L3515,
290.3718,290.3708,,,,91274.50,125703.14,3s.4s,3S,1,3s.5p,3P*,0,,,L3515,
299.4277,299.4273,50,4.04e+06,C,105427.52,138814.87,3s.4p,3P*,0,3s.6d,3D,1,,"T6298c4,LS",L4575,
299.5525,299.5528,400,5.44e+06,C+,105441.50,138814.87,3s.4p,3P*,1,3s.6d,3D,2,,"T6298c4,LS",L4575,
,299.5528,,3.03e+06,C,105441.50,138814.87,3s.4p,3P*,1,3s.6d,3D,1,,"T6298c4,LS",,
299.8150,299.8149,500,7.26e+06,C+,105470.93,138815.12,3s.4p,3P*,2,3s.6d,3D,3,,"T6298c4,LS",L4575,
,299.8172,,2.01e+05,D,105470.93,138814.87,3s.4p,3P*,2,3s.6d,3D,1,,"T6298c4,LS",,
,299.8172,,1.81e+06,C,105470.93,138814.87,3s.4p,3P*,2,3s.6d,3D,2,,"T6298c4,LS",,
300.1790,300.1788,30,,,111637.33,144941.10,3p2,1S,0,3s.9p,1P*,1,,,L4575,
302.2789,302.2792,15,2.68e+06,E,105427.52,138499.89,3s.4p,3P*,0,3s.7s,3S,1,,"T6298c4,LS",L4575,
302.4077,302.4070,200,8.02e+06,D,105441.50,138499.89,3s.4p,3P*,1,3s.7s,3S,1,,"T6298c4,LS",L4575,
302.6761,302.6765,500,1.33e+07,C,105470.93,138499.89,3s.4p,3P*,2,3s.7s,3S,1,,"T6298c4,LS",L4575,
304.1276,304.1276,750,,,110089.83,142961.20,3s.3d,1D,2,3s.8p,1P*,1,,,L4575,
307.4691,307.4684,750,9.02e+06,C,110089.83,142604.05,3s.3d,1D,2,3s.7f,1F*,3,,T6533,L4575,
308.8516,308.8518,800,1.08e+07,B,106920.56,139289.15,3s.4p,1P*,1,3s.6d,1D,2,,T6533,L4575,
313.5848,313.5850,75,,,106920.56,138800.60,3s.4p,1P*,1,3s.7s,1S,0,,,L4575,
319.1529,319.1531,2,,,111637.33,142961.20,3p2,1S,0,3s.8p,1P*,1,,,L4575,
327.5767,327.5766,80,7.41e+06,C+,95350.60,125869.015,3s.4s,1S,0,3s.5p,1P*,1,,T6533,L4575,
331.3344,331.3346,80,1.33e+06,C,95549.42,125721.703,3s.3d,3D,3,3s.5p,3P*,2,,"T6298c4,LS",L3515,
331.3470,331.3466,2,2.37e+05,D,95550.51,125721.703,3s.3d,3D,2,3s.5p,3P*,2,,"T6298c4,LS",L3515,
,331.3568,,1.58e+04,E,95551.44,125721.703,3s.3d,3D,1,3s.5p,3P*,2,,"T6298c4,LS",,
331.4756,331.4761,2,,,95549.42,125708.828,3s.3d,3D,3,3s.5p,3P*,1,,,L3515,
331.4883,331.4881,40,1.18e+06,C,95550.51,125708.828,3s.3d,3D,2,3s.5p,3P*,1,,"T6298c4,LS",L3515,
331.4981,331.4983,1,3.94e+05,D,95551.44,125708.828,3s.3d,3D,1,3s.5p,3P*,1,,"T6298c4,LS",L3515,
331.5516,331.5506,2,,,95550.51,125703.14,3s.3d,3D,2,3s.5p,3P*,0,,,L3515,
331.5608,331.5608,10,1.58e+06,D,95551.44,125703.14,3s.3d,3D,1,3s.5p,3P*,0,,"T6298c4,LS",L3515,
335.1462,335.1462,50,1.04e+07,C,110089.83,139918.98,3s.3d,1D,2,3s.7p,1P*,1,,T6533,L4575,
342.8894,342.8900,30,5.78e+06,C+,110089.83,139245.343,3s.3d,1D,2,3s.6f,1F*,3,,T6533,L4575,
346.363,346.3603,5,,,121483.50,150346.9,3s.4d,3D,3,3s.17f,3F*,4,,,L3471,
351.605,351.6059,2,,,121483.50,149916.3,3s.4d,3D,3,3s.15f,3F*,4,,,L3471,
353.4856,353.4851,5,8.11e+05,C,111637.33,139918.98,3p2,1S,0,3s.7p,1P*,1,,T6533,L4575,
355.200,355.1951,3,,,121483.50,149629.0,3s.4d,3D,3,3s.14f,3F*,4,,,L3471,
358.6557,358.6557,200,2.35e+08,A,95549.42,123423.36,3s.3d,3D,3,3s.4f,3F*,4,,"T6298c4,LS",L3515,
358.6708,358.6697,15,,,95550.51,123423.36,3s.3d,3D,2,3s.4f,3F*,4,,,L3515,
358.6811,358.6817,2,,,95551.44,123423.36,3s.3d,3D,1,3s.4f,3F*,4,,,L3515,
358.6912,358.6931+,50,,,95549.42,123420.45,3s.3d,3D,3,3s.4f,3F*,3,,,L3515c14,
358.6920,358.6931,75hfs,2.62e+07,B,95549.42,123420.45,3s.3d,3D,3,3s.4f,3F*,3,,"T6298c4,LS",L3515c150,
358.6936,358.6931+,25,,,95549.42,123420.45,3s.3d,3D,3,3s.4f,3F*,3,,,L3515c14,
358.7068,358.7072,100,2.09e+08,B+,95550.51,123420.45,3s.3d,3D,2,3s.4f,3F*,3,,"T6298c4,LS",L3515,
358.7165,358.7185+,5,,,95549.42,123418.48,3s.3d,3D,3,3s.4f,3F*,2,,,L3515c14,
358.7185,358.7185,15hfs,1.03e+06,C,95549.42,123418.48,3s.3d,3D,3,3s.4f,3F*,2,,"T6298c4,LS",L3515c150,
358.7195,358.7185+,10,,,95549.42,123418.48,3s.3d,3D,3,3s.4f,3F*,2,,,L3515c14,
358.7309,358.7325+,30,,,95550.51,123418.48,3s.3d,3D,2,3s.4f,3F*,2,,,L3515c14,
358.7330,358.7325,80hfs,3.66e+07,B,95550.51,123418.48,3s.3d,3D,2,3s.4f,3F*,2,,"T6298c4,LS",L3515c150,
358.7342,358.7325+,50,,,95550.51,123418.48,3s.3d,3D,2,3s.4f,3F*,2,,,L3515c14,
358.7450,358.7445,70,1.97e+08,B+,95551.44,123418.48,3s.3d,3D,1,3s.4f,3F*,2,,"T6298c4,LS",L4575,
359.750,359.7455,4,,,121483.50,149273.0,3s.4d,3D,3,3s.13f,3F*,4,,,L3471,
364.9184,364.9204+,10,,,105427.52,132822.95,3s.4p,3P*,0,3s.5d,3D,1,,,L3515c14,
364.9200,364.9204,15hfs,1.26e+07,C+,105427.52,132822.95,3s.4p,3P*,0,3s.5d,3D,1,,"T6298c4,LS",L3515c150,
364.9232,364.9204+,5,,,105427.52,132822.95,3s.4p,3P*,0,3s.5d,3D,1,,,L3515c14,
365.1065,365.1087+,40,,,105441.50,132822.80,3s.4p,3P*,1,3s.5d,3D,2,,,L3515c14,
,365.1067,,9.45e+06,C+,105441.50,132822.95,3s.4p,3P*,1,3s.5d,3D,1,,"T6298c4,LS",,
365.1078,365.1087,70hfs,1.70e+07,C+,105441.50,132822.80,3s.4p,3P*,1,3s.5d,3D,2,,"T6298c4,LS",L3515c150,
365.1096,365.1087+,30,,,105441.50,132822.80,3s.4p,3P*,1,3s.5d,3D,2,,,L3515c14,
365.4981,365.5004+,35,,,105470.93,132822.89,3s.4p,3P*,2,3s.5d,3D,3,,,L3515c14,
365.4991,365.5004,85hfs,2.26e+07,B,105470.93,132822.89,3s.4p,3P*,2,3s.5d,3D,3,,"T6298c4,LS",L3515c150,
,365.4996,,6.28e+05,C,105470.93,132822.95,3s.4p,3P*,2,3s.5d,3D,1,,"T6298c4,LS",,
365.4998,365.5004+,50,,,105470.93,132822.89,3s.4p,3P*,2,3s.5d,3D,3,,,L3515c14,
,365.5016,,5.64e+06,C+,105470.93,132822.80,3s.4p,3P*,2,3s.5d,3D,2,,"T6298c4,LS",,
365.6319,365.6309,2,,,121483.50,148825.7,3s.4d,3D,3,3s.12f,3F*,4,,,L3471,
370.3219,370.3225,30,3.23e+07,B+,106920.56,133916.368,3s.4p,1P*,1,3s.5d,1D,2,,T6533,L4575,
373.1952,373.1954,10,4.95e+06,C+,105427.52,132215.517,3s.4p,3P*,0,3s.6s,3S,1,,"T6298c4,LS",L4575,
373.3908,373.3903,20,1.48e+07,C+,105441.50,132215.517,3s.4p,3P*,1,3s.6s,3S,1,,"T6298c4,LS",L4575,
373.4567,373.4522,3,,,121483.50,148253.08,3s.4d,3D,3,3s.11f,3F*,4,,,L3471,
373.4715,373.4658,2*,,,121483.92,148252.52,3s.4d,3D,2,3s.11f,3F*,3,,,L3471,
373.4715,373.4726,2*,,,121484.252,148252.37,3s.4d,3D,1,3s.11f,3F*,2,,,L3471,
373.8015,373.8012,50,2.46e+07,C+,105470.93,132215.517,3s.4p,3P*,2,3s.6s,3S,1,,"T6298c4,LS",L4575,
375.310,375.3002,2,,,121366.725,148004.49,3s.5s,1S,0,3s.12p,1P*,1,,,L3471,
,377.1207,,,,120092.919,146602.10,3s.5s,3S,1,3s.10p,3P*,2,,,,
,377.1939,,,,120092.919,146596.95,3s.5s,3S,1,3s.10p,3P*,1,,,,
,377.2238,,,,120092.919,146594.85,3s.5s,3S,1,3s.10p,3P*,0,,,,
384.2037,384.2016,6,,,121483.50,147504.12,3s.4d,3D,3,3s.10f,3F*,4,,,L3471,
384.2213,384.2204,4,,,121483.92,147503.27,3s.4d,3D,2,3s.10f,3F*,3,,,L3471,
384.2317,384.2328,2,,,121484.252,147502.76,3s.4d,3D,1,3s.10f,3F*,2,,,L3471,
385.933,385.9299,6,,,121366.725,147270.82,3s.5s,1S,0,3s.11p,1P*,1,,,L3471,
386.6160,386.6168,8,4.26e+07,B,106920.56,132778.633,3s.4p,1P*,1,3s.6s,1S,0,,T6533,L4575,
390.0675,390.0675,100,4.8e+05,E,59852.02,85481.35,3s.3p,1P*,1,3p2,1D,2,,T6298c4,L4575,
,397.9988,,,,121483.50,146602.10,3s.4d,3D,3,3s.10p,3P*,2,,,,
,398.0871,,,,121483.92,146596.95,3s.4d,3D,2,3s.10p,3P*,1,,,,
,398.1256,,,,121484.252,146594.85,3s.4d,3D,1,3s.10p,3P*,0,,,,
,398.8249,,,,120092.919,145159.49,3s.5s,3S,1,3s.9p,3P*,2,,,,
,398.9591,,,,120092.919,145151.06,3s.5s,3S,1,3s.9p,3P*,1,,,,
,399.0422,,,,120092.919,145145.84,3s.5s,3S,1,3s.9p,3P*,0,,,,
399.5838,399.5837,40,7.05e+06,C,121483.50,146502.47,3s.4d,3D,3,3s.9f,3F*,4,,"T6298c4,LS",L4575,
399.6075,399.6074,10,7.85e+05,E,121483.50,146500.99,3s.4d,3D,3,3s.9f,3F*,3,,"T6298c4,LS",L3471,
399.6143,399.6141,30,6.26e+06,D,121483.92,146500.99,3s.4d,3D,2,3s.9f,3F*,3,,"T6298c4,LS",L4575,
399.6182,399.6194,5,,,121484.252,146500.99,3s.4d,3D,1,3s.9f,3F*,3,,,L3471,
,399.6248,,3.10e+04,E,121483.50,146499.90,3s.4d,3D,3,3s.9f,3F*,2,,"T6298c4,LS",,
399.6323,399.6315,5,1.10e+06,E,121483.92,146499.90,3s.4d,3D,2,3s.9f,3F*,2,,"T6298c4,LS",L3471,
399.6370,399.6368,20,5.91e+06,D,121484.252,146499.90,3s.4d,3D,1,3s.9f,3F*,2,,"T6298c4,LS",L4575,
400.57,400.5748,2,,,124794.13,149751.2,3s.4d,1D,2,3s.16p,1P*,1,,,L3471,
400.958,400.9584,2,,,121366.725,146299.92,3s.5s,1S,0,3s.10p,1P*,1,,,L3471,
402.65,402.6318,20,1.16e+07,C+,110089.83,134919.40,3s.3d,1D,2,3s.6p,1P*,1,,T6533,L3471,
405.68,405.6795,2,,,124794.13,149437.17,3s.4d,1D,2,3s.15p,1P*,1,,,L3471,
,408.4141,,6.04e+05,C,121483.50,145961.54,3s.4d,3D,3,3p.4s,3P*,2,,"T6298c4,LS",,
,408.4212,,1.08e+05,D,121483.92,145961.54,3s.4d,3D,2,3p.4s,3P*,2,,"T6298c4,LS",,
,408.4267,,7.17e+03,E,121484.252,145961.54,3s.4d,3D,1,3p.4s,3P*,2,,"T6298c4,LS",,
,410.5486,,5.30e+05,C,121483.92,145834.70,3s.4d,3D,2,3p.4s,3P*,1,,"T6298c4,LS",,
,410.5542,,1.77e+05,D,121484.252,145834.70,3s.4d,3D,1,3p.4s,3P*,1,,"T6298c4,LS",,
,411.5438,,7.01e+05,D,121484.252,145776.15,3s.4d,3D,1,3p.4s,3P*,0,,"T6298c4,LS",,
422.6813,422.6816,50,9.37e+06,C+,121483.50,145135.31,3s.4d,3D,3,3s.8f,3F*,4,,"T6298c4,LS",L4575,
422.6918,422.6891,2,,,121483.92,145135.31,3s.4d,3D,2,3s.8f,3F*,4,,,L3515,
422.7420,422.7420,10,1.04e+06,D,121483.50,145131.93,3s.4d,3D,3,3s.8f,3F*,3,,"T6298c4,LS",L3515,
422.7492,422.7495,50,8.31e+06,C+,121483.92,145131.93,3s.4d,3D,2,3s.8f,3F*,3,,"T6298c4,LS",L4575,
422.7545,422.7554,5,,,121484.252,145131.93,3s.4d,3D,1,3s.8f,3F*,3,,,L3515,
422.7875,422.7853,2,4.11e+04,E,121483.50,145129.51,3s.4d,3D,3,3s.8f,3F*,2,,"T6298c4,LS",L3515,
422.7945,422.7928,5,1.46e+06,D,121483.92,145129.51,3s.4d,3D,2,3s.8f,3F*,2,,"T6298c4,LS",L3515,
422.7999,422.7987,50,7.85e+06,C,121484.252,145129.51,3s.4d,3D,1,3s.8f,3F*,2,,"T6298c4,LS",L3515,
424.0708,424.0700,10,,,121366.725,144941.10,3s.5s,1S,0,3s.9p,1P*,1,,,L4575,
428.297,428.2960,2,,,124794.13,148135.9,3s.4d,1D,2,3s.11f,1F*,3,,,L3471,
,429.3943,,4.85e+05,C+,111637.33,134919.40,3p2,1S,0,3s.6p,1P*,1,,T6533,,
430.7203,430.7209,5,,,124794.13,148004.49,3s.4d,1D,2,3s.12p,1P*,1,,,L4575,
433.20,433.2078,2,,,120092.919,143170.04,3s.5s,3S,1,3s.8p,3P*,2,,,L3471,
434.6866,434.690+,2,,,123418.48,146416.9,3s.4f,3F*,2,3s.9g,3G,3,,,L3471c14,
434.6897,434.6903,5hfs,4.18e+06,D,123418.48,146416.9,3s.4f,3F*,2,3s.9g,3G,3,,"T6298c4,LS",L3471c150,
434.6918,434.690+,3,,,123418.48,146416.9,3s.4f,3F*,2,3s.9g,3G,3,,,L3471c14,
,434.7275,,4.28e+06,D,123420.45,146416.9,3s.4f,3F*,3,3s.9g,3G,4,,"T6298c4,LS",,
,434.7275,,3.67e+05,E,123420.45,146416.9,3s.4f,3F*,3,3s.9g,3G,3,,"T6298c4,LS",,
,434.7825,,5.58e+03,E,123423.36,146416.9,3s.4f,3F*,4,3s.9g,3G,3,,"T6298c4,LS",,
,434.7825,,2.85e+05,E,123423.36,146416.9,3s.4f,3F*,4,3s.9g,3G,4,,"T6298c4,LS",,
,434.7825,,4.56e+06,C,123423.36,146416.9,3s.4f,3F*,4,3s.9g,3G,5,,"T6298c4,LS",,
443.282,443.2846,5,,,124794.13,147346.67,3s.4d,1D,2,3s.10f,1F*,3,,,L3471,
444.7803,444.7805,200,,,124794.13,147270.82,3s.4d,1D,2,3s.11p,1P*,1,,,L4575,
448.9870,448.9870,10,,,125869.015,148135.13,3s.5p,1P*,1,3s.11d,1D,2,,,L4575,
458.5817,458.5818,500,1.00e+07,C+,121483.50,143283.75,3s.4d,3D,3,3s.7f,3F*,4,,"T6298c4,LS",L4575,
458.8082,458.8110,5,1.12e+06,D,121483.50,143272.86,3s.4d,3D,3,3s.7f,3F*,3,,"T6298c4,LS",L3471,
458.8191,458.8199,400,8.91e+06,C+,121483.92,143272.86,3s.4d,3D,2,3s.7f,3F*,3,,"T6298c4,LS",L4575,
,458.9591,,4.40e+04,E,121483.50,143265.83,3s.4d,3D,3,3s.7f,3F*,2,,"T6298c4,LS",,
458.9674,458.9680,200,1.56e+06,D,121483.92,143265.83,3s.4d,3D,2,3s.7f,3F*,2,,"T6298c4,LS",L4575,
458.9742,458.9750,300,8.41e+06,C,121484.252,143265.83,3s.4d,3D,1,3s.7f,3F*,2,,"T6298c4,LS",L4575,
460.97,460.9864,7,,,121483.50,143170.04,3s.4d,3D,3,3s.8p,3P*,2,,,L3471,
,461.0650,,,,121483.92,143166.76,3s.4d,3D,2,3s.8p,3P*,1,,,,
,461.1010,,,,121484.252,143165.4,3s.4d,3D,1,3s.8p,3P*,0,,,,
462.97,462.9518,7,,,121366.725,142961.20,3s.5s,1S,0,3s.8p,1P*,1,,,L3471,
463.15,463.158,5,,,125703.14,147288.0,3s.5p,3P*,0,3s.10d,3D,1,,,L3471,
463.32,463.3091,5,,,125708.828,147286.65,3s.5p,3P*,1,3s.10d,3D,2,,,L3471,
463.5763,463.5760,30,,,125721.703,147287.10,3s.5p,3P*,2,3s.10d,3D,3,,,L4575,
,463.937,,6.66e+06,C+,123418.48,144967.1,3s.4f,3F*,2,3s.8g,3G,3,,"T6298c4,LS",,
,463.979,,6.79e+06,C+,123420.45,144967.1,3s.4f,3F*,3,3s.8g,3G,4,,"T6298c4,LS",,
,463.979,,5.82e+05,D,123420.45,144967.1,3s.4f,3F*,3,3s.8g,3G,3,,"T6298c4,LS",,
,464.042,,8.88e+03,E,123423.36,144967.1,3s.4f,3F*,4,3s.8g,3G,3,,"T6298c4,LS",,
,464.042,,4.52e+05,D,123423.36,144967.1,3s.4f,3F*,4,3s.8g,3G,4,,"T6298c4,LS",,
,464.042,,7.24e+06,C+,123423.36,144967.1,3s.4f,3F*,4,3s.8g,3G,5,,"T6298c4,LS",,
464.7321,464.7322,10,,,125721.703,147233.45,3s.5p,3P*,2,3s.11s,3S,1,,,L4575,
464.8611,464.8609,400,,,124794.13,146299.92,3s.4d,1D,2,3s.10p,1P*,1,,,L4575,
465.30,465.3200,2,,,124794.13,146278.70,3s.4d,1D,2,3s.9f,1F*,3,,,L3471,
465.505,465.5084,2,,,125869.015,147344.89,3s.5p,1P*,1,3s.10d,1D,2,,,L4575,
466.3056,466.3046,1000,5.81e+07,A+,85481.35,106920.56,3p2,1D,2,3s.4p,1P*,1,,"c47,u24",L4575,
466.6800,466.6799,400,,,125869.015,147290.98,3s.5p,1P*,1,3s.11s,1S,0,,,L4575,
489.852,489.8431,10,,,125703.14,146112.14,3s.5p,3P*,0,3s.10s,3S,1,,,L3471,
489.876,489.891,5,,,125869.015,146276.0,3s.5p,1P*,1,3s.9d,1D,2,,,L4575,
489.964,489.9797,6,,,125708.828,146112.14,3s.5p,3P*,1,3s.10s,3S,1,,,L3471,
490.277,490.2891,10,,,125721.703,146112.14,3s.5p,3P*,2,3s.10s,3S,1,,,L3471,
491.898,491.914,6,,,125869.015,146192.1,3s.5p,1P*,1,3s.10s,1S,0,,,L3471,
496.210,496.2141,6,,,124794.13,144941.10,3s.4d,1D,2,3s.9p,1P*,1,,,L3471,
500.097,500.1026,6,,,124794.13,144784.45,3s.4d,1D,2,3s.8f,1F*,3,,,L3471,
508.502,508.5169,8,,,121483.50,141143.05,3s.4d,3D,3,3p.3d,3F*,4,,,L3471,
509.365,509.3826,5,,,121483.92,141110.06,3s.4d,3D,2,3p.3d,3F*,3,,,L3471,
