obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 16
,467.4908,,8.54e+06,B,149187.80,170572.61,2s2.2p.3s,1P*,1,2s2.2p.3p,3P,0,,T7333,,
,469.4274,,1.23e+07,C+,223643.30,244939.89,2s.2p2.(4P).3p,5D*,0,2s.2p2.(4P).3d,5D,1,,T5520LS,,
,469.5899,,1.29e+07,C+,223658.55,244947.77,2s.2p2.(4P).3p,5D*,1,2s.2p2.(4P).3d,5D,2,,T5520LS,,
,469.7638,,3.06e+06,C+,223658.55,244939.89,2s.2p2.(4P).3p,5D*,1,2s.2p2.(4P).3d,5D,1,,T5520LS,,
,469.8554,,3.67e+07,C+,223658.55,244935.74,2s.2p2.(4P).3p,5D*,1,2s.2p2.(4P).3d,5D,0,,T5520LS,,
,470.0032,,1.05e+07,C+,223688.45,244958.95,2s.2p2.(4P).3p,5D*,2,2s.2p2.(4P).3d,5D,3,,T5520LS,,
,470.2503,,9.15e+06,C+,223688.45,244947.77,2s.2p2.(4P).3p,5D*,2,2s.2p2.(4P).3d,5D,2,,T5520LS,,
,470.4247,,2.13e+07,C+,223688.45,244939.89,2s.2p2.(4P).3p,5D*,2,2s.2p2.(4P).3d,5D,1,,T5520LS,,
,470.6400,,6.09e+06,C+,223731.59,244973.31,2s.2p2.(4P).3p,5D*,3,2s.2p2.(4P).3d,5D,4,,T5520LS,,
,470.9435,,1.49e+05,B,168892.21,190120.24,2s2.2p.3p,3S,1,2s2.2p.3d,1P*,1,,T7333,,
,470.9584,,1.82e+07,C+,223731.59,244958.95,2s.2p2.(4P).3p,5D*,3,2s.2p2.(4P).3d,5D,3,,T5520LS,,
,471.2065,,1.46e+07,C+,223731.59,244947.77,2s.2p2.(4P).3p,5D*,3,2s.2p2.(4P).3d,5D,2,,T5520LS,,
,471.8377,,3.02e+07,C+,223785.51,244973.31,2s.2p2.(4P).3p,5D*,4,2s.2p2.(4P).3d,5D,4,,T5520LS,,
,472.1577,,7.75e+06,C+,223785.51,244958.95,2s.2p2.(4P).3p,5D*,4,2s.2p2.(4P).3d,5D,3,,T5520LS,,
,477.4244,,3.07e+06,B,166521.69,187461.56,2s2.2p.3p,3D,1,2s2.2p.3d,3D*,2,,T7333,,
,477.6224,,1.03e+07,B,202170.63,223101.82,2s2.2p.4p,1P,1,2s2.2p.6s,1P*,1,,T5520,,
,477.9722,,2.49e+07,B,166521.69,187437.56,2s2.2p.3p,3D,1,2s2.2p.3d,3D*,1,,T7333,,
,478.1190,,1.92e+06,B,166582.45,187491.90,2s2.2p.3p,3D,2,2s2.2p.3d,3D*,3,,T7333,,
478.813,478.8138,285,2.50e+07,B,166582.45,187461.56,2s2.2p.3p,3D,2,2s2.2p.3d,3D*,2,,T7333,L3513,
,479.3648,,7.73e+06,B,166582.45,187437.56,2s2.2p.3p,3D,2,2s2.2p.3d,3D*,1,,T7333,,
480.329,480.3287,450,3.17e+07,B,166678.64,187491.90,2s2.2p.3p,3D,3,2s2.2p.3d,3D*,3,,T7333,L3513,
,481.0299,,4.75e+06,B,166678.64,187461.56,2s2.2p.3p,3D,3,2s2.2p.3d,3D*,2,,T7333,,
,481.2082,,1.16e+05,C,223643.30,244418.52,2s.2p2.(4P).3p,5D*,0,2s.2p2.(4P).3d,5P,1,,T5520LS,,
,481.5617,,2.61e+05,C+,223658.55,244418.52,2s.2p2.(4P).3p,5D*,1,2s.2p2.(4P).3d,5P,1,,T5520LS,,
,482.1804,,5.20e+04,C,223658.55,244391.88,2s.2p2.(4P).3p,5D*,1,2s.2p2.(4P).3d,5P,2,,T5520LS,,
,482.2563,,2.02e+05,C+,223688.45,244418.52,2s.2p2.(4P).3p,5D*,2,2s.2p2.(4P).3d,5P,1,,T5520LS,,
,482.8768,,2.01e+05,C+,223688.45,244391.88,2s.2p2.(4P).3p,5D*,2,2s.2p2.(4P).3d,5P,2,,T5520LS,,
,483.7781,,1.63e+04,C,223688.45,244353.31,2s.2p2.(4P).3p,5D*,2,2s.2p2.(4P).3d,5P,3,,T5520LS,,
,483.8851,,3.20e+05,C+,223731.59,244391.88,2s.2p2.(4P).3p,5D*,3,2s.2p2.(4P).3d,5P,2,,T5520LS,,
,484.7902,,1.14e+05,C+,223731.59,244353.31,2s.2p2.(4P).3p,5D*,3,2s.2p2.(4P).3d,5P,3,,T5520LS,,
,486.0167,,1.87e+06,B+,166521.69,187091.37,2s2.2p.3p,3D,1,2s2.2p.3d,1D*,2,,T7333,,
,486.0611,,4.35e+05,C+,223785.51,244353.31,2s.2p2.(4P).3p,5D*,4,2s.2p2.(4P).3d,5P,3,,T5520LS,,
,487.457,,2.17e+03,B+,166582.45,187091.37,2s2.2p.3p,3D,2,2s2.2p.3d,1D*,2,,T7333,,
489.511,489.5117,285,3.04e+06,D,144187.94,164610.76,2s.2p3,1D*,2,2s2.2p.3p,1P,1,,T7333,L3513,
,489.754,,5.61e+02,D,166678.64,187091.37,2s2.2p.3p,3D,3,2s2.2p.3d,1D*,2,,T7333,,
498.737,498.7376,285,6.98e+07,B+,168892.21,188937.24,2s2.2p.3p,3S,1,2s2.2p.3d,3P*,0,,T7333,L3513,
,499.1243,,3.54e+07,C+,205597.97,225627.47,2s.2p2.(4P).3s,5P,1,2s.2p2.(4P).3p,5P*,2,,T5520LS,,
499.436,499.4360,450,2.62e+07,C+,205654.22,225671.22,2s.2p2.(4P).3s,5P,2,2s.2p2.(4P).3p,5P*,3,,T5520LS,L3513,
,499.4370,,7.11e+07,B+,168892.21,188909.17,2s2.2p.3p,3S,1,2s2.2p.3d,3P*,1,,T7333,,
,499.7224,,1.96e+07,C+,205597.97,225603.50,2s.2p2.(4P).3s,5P,1,2s.2p2.(4P).3p,5P*,1,,T5520LS,,
,500.1134,,9.65e+07,A,166521.69,186511.58,2s2.2p.3p,3D,1,2s2.2p.3d,3F*,2,,T7333,,
500.148,500.1474,650,1.04e+08,A,166582.45,186570.98,2s2.2p.3p,3D,2,2s2.2p.3d,3F*,3,,T7333,L3513,
500.270,500.2703,360,8.33e+06,B,148908.59,168892.21,2s2.2p.3s,3P*,0,2s2.2p.3p,3S,1,,T7333,L3513,
500.515,500.5150,870,1.14e+08,A,166678.64,186652.49,2s2.2p.3p,3D,3,2s2.2p.3d,3F*,4,,T7333,L3513,
,500.5300,,6.51e+06,C+,205654.22,225627.47,2s.2p2.(4P).3s,5P,2,2s.2p2.(4P).3p,5P*,2,,T5520LS,,
500.732,500.7328,550,7.43e+07,B+,168892.21,188857.37,2s2.2p.3p,3S,1,2s2.2p.3d,3P*,2,,T7333,L3513,
501.062,501.0621,450,2.10e+07,B,148940.17,168892.21,2s2.2p.3s,3P*,1,2s2.2p.3p,3S,1,,T7333,L3513,
,501.1314,,5.84e+07,C+,205654.22,225603.50,2s.2p2.(4P).3s,5P,2,2s.2p2.(4P).3p,5P*,1,,T5520LS,,
,501.2036,,5.19e+07,C+,205724.81,225671.22,2s.2p2.(4P).3s,5P,3,2s.2p2.(4P).3p,5P*,3,,T5520LS,,
501.639,501.6381,360,1.59e+07,A,166582.45,186511.58,2s2.2p.3p,3D,2,2s2.2p.3d,3F*,2,,T7333,L3513,
,502.2074,,1.09e+06,C+,203162.48,223069.02,2s2.2p.4p,3P,0,2s.2p2.(4P).3p,3S*,1,,T5520LS,,
,502.3053,,3.61e+07,C+,205724.81,225627.47,2s.2p2.(4P).3s,5P,3,2s.2p2.(4P).3p,5P*,2,,T5520LS,,
502.566,502.5659,360,1.04e+07,A,166678.64,186570.98,2s2.2p.3p,3D,3,2s2.2p.3d,3F*,3,,T7333,L3513,
,502.8781,,3.27e+06,C+,203189.03,223069.02,2s2.2p.4p,3P,1,2s.2p2.(4P).3p,3S*,1,,T5520LS,,
,504.0711,,3.65e+05,A,166678.64,186511.58,2s2.2p.3p,3D,3,2s2.2p.3d,3F*,2,,T7333,,
504.510,504.5099,550,3.37e+07,B,149076.52,168892.21,2s2.2p.3s,3P*,2,2s2.2p.3p,3S,1,,T7333,L3513,
,504.6538,,5.39e+06,C+,203258.98,223069.02,2s2.2p.4p,3P,2,2s.2p2.(4P).3p,3S*,1,,T5520LS,,
,507.3592,,2.43e+06,B,149187.80,168892.21,2s2.2p.3s,1P*,1,2s2.2p.3p,3S,1,,T7333,,
,510.4445,,1.01e+07,C,178273.38,197858.69,2s2.2p.3p,1S,0,2s2.2p.4s,1P*,1,,"T5520,T6385",,
,511.4285,,3.88e+04,B,170572.61,190120.24,2s2.2p.3p,3P,0,2s2.2p.3d,1P*,1,,T7333,,
,512.353,,5.69e+03,B,170607.89,190120.24,2s2.2p.3p,3P,1,2s2.2p.3d,1P*,1,,T7333,,
,513.890,,3.34e+03,C,170666.23,190120.24,2s2.2p.3p,3P,2,2s2.2p.3d,1P*,1,,T7333,,
,516.8050,,3.06e+07,C+,225603.50,244947.77,2s.2p2.(4P).3p,5P*,1,2s.2p2.(4P).3d,5D,2,,T5520LS,,
,517.0156,,6.54e+07,C+,225603.50,244939.89,2s.2p2.(4P).3p,5P*,1,2s.2p2.(4P).3d,5D,1,,T5520LS,,
,517.1266,,8.71e+07,C+,225603.50,244935.74,2s.2p2.(4P).3p,5P*,1,2s.2p2.(4P).3d,5D,0,,T5520LS,,
,517.1469,,5.81e+07,C+,225627.47,244958.95,2s.2p2.(4P).3p,5P*,2,2s.2p2.(4P).3d,5D,3,,T5520LS,,
,517.2344,,6.01e+07,C+,223658.55,242986.76,2s.2p2.(4P).3p,5D*,1,2s.2p2.(4P).3d,5F,2,,T5520LS,,
,517.2973,,5.01e+07,C+,223643.30,242969.16,2s.2p2.(4P).3p,5D*,0,2s.2p2.(4P).3d,5F,1,,T5520LS,,
,517.3385,,7.36e+07,C+,223688.45,243012.77,2s.2p2.(4P).3p,5D*,2,2s.2p2.(4P).3d,5F,3,,T5520LS,,
,517.4462,,5.07e+07,C+,225627.47,244947.77,2s.2p2.(4P).3p,5P*,2,2s.2p2.(4P).3d,5D,2,,T5520LS,,
,517.5890,,8.93e+07,C+,223731.59,243046.56,2s.2p2.(4P).3p,5D*,3,2s.2p2.(4P).3d,5F,4,,T5520LS,,
,517.6573,,2.17e+07,C+,225627.47,244939.89,2s.2p2.(4P).3p,5P*,2,2s.2p2.(4P).3d,5D,1,,T5520LS,,
,517.7058,,5.00e+07,C+,223658.55,242969.16,2s.2p2.(4P).3p,5D*,1,2s.2p2.(4P).3d,5F,1,,T5520LS,,
,517.9344,,8.67e+07,C+,225671.22,244973.31,2s.2p2.(4P).3p,5P*,3,2s.2p2.(4P).3d,5D,4,,T5520LS,,
,517.9521,,1.07e+08,C+,223785.51,243086.94,2s.2p2.(4P).3p,5D*,4,2s.2p2.(4P).3d,5F,5,,T5520LS,,
,518.0358,,4.28e+07,C+,223688.45,242986.76,2s.2p2.(4P).3p,5D*,2,2s.2p2.(4P).3d,5F,2,,T5520LS,,
,518.3200,,2.88e+07,C+,225671.22,244958.95,2s.2p2.(4P).3p,5P*,3,2s.2p2.(4P).3d,5D,3,,T5520LS,,
,518.4961,,3.20e+07,C+,223731.59,243012.77,2s.2p2.(4P).3p,5D*,3,2s.2p2.(4P).3d,5F,3,,T5520LS,,
,518.5087,,7.11e+06,C+,223688.45,242969.16,2s.2p2.(4P).3p,5D*,2,2s.2p2.(4P).3d,5F,1,,T5520LS,,
,518.6206,,5.76e+06,C+,225671.22,244947.77,2s.2p2.(4P).3p,5P*,3,2s.2p2.(4P).3d,5D,2,,T5520LS,,
,519.0380,,1.77e+07,C+,223785.51,243046.56,2s.2p2.(4P).3p,5D*,4,2s.2p2.(4P).3d,5F,4,,T5520LS,,
,519.1965,,4.25e+06,C+,223731.59,242986.76,2s.2p2.(4P).3p,5D*,3,2s.2p2.(4P).3d,5F,2,,T5520LS,,
,519.9501,,1.51e+06,C+,223785.51,243012.77,2s.2p2.(4P).3p,5D*,4,2s.2p2.(4P).3d,5F,3,,T5520LS,,
,523.818,,3.16e+03,B,155126.73,174212.03,2s.2p3,3S*,1,2s2.2p.3p,1D,2,,T7333,,
,524.0857,,6.20e+05,B,202170.63,221246.17,2s2.2p.4p,1P,1,2s2.2p.5d,1P*,1,,T5520,,
,530.6774,,2.20e+04,D,186511.58,205350.18,2s2.2p.3d,3F*,2,2s2.2p.4p,1D,2,,T6385,,
,531.3424,,1.41e+07,C+,225603.50,244418.52,2s.2p2.(4P).3p,5P*,1,2s.2p2.(4P).3d,5P,1,,T5520LS,,
,532.0202,,4.20e+07,C+,225627.47,244418.52,2s.2p2.(4P).3p,5P*,2,2s.2p2.(4P).3d,5P,1,,T5520LS,,
,532.0958,,2.52e+07,C+,225603.50,244391.88,2s.2p2.(4P).3p,5P*,1,2s.2p2.(4P).3d,5P,2,,T5520LS,,
,532.7756,,4.65e+06,C+,225627.47,244391.88,2s.2p2.(4P).3p,5P*,2,2s.2p2.(4P).3d,5P,2,,T5520LS,,
,533.8729,,1.85e+07,C+,225627.47,244353.31,2s.2p2.(4P).3p,5P*,2,2s.2p2.(4P).3d,5P,3,,T5520LS,,
,534.0207,,2.59e+07,C+,225671.22,244391.88,2s.2p2.(4P).3p,5P*,3,2s.2p2.(4P).3d,5P,2,,T5520LS,,
,535.1232,,3.67e+07,C+,225671.22,244353.31,2s.2p2.(4P).3p,5P*,3,2s.2p2.(4P).3d,5P,3,,T5520LS,,
,535.500,,7.02e+03,B+,170666.23,189335.16,2s2.2p.3p,3P,2,2s2.2p.3d,1F*,3,,T7333,,
,538.3721,,3.69e+05,B+,168892.21,187461.56,2s2.2p.3p,3S,1,2s2.2p.3d,3D*,2,,T7333,,
,539.0688,,2.04e+05,B+,168892.21,187437.56,2s2.2p.3p,3S,1,2s2.2p.3d,3D*,1,,T7333,,
,545.2070,,9.82e+06,B+,170572.61,188909.17,2s2.2p.3p,3P,0,2s2.2p.3d,3P*,1,,T7333,,
,545.4215,,3.70e+07,B+,170607.89,188937.24,2s2.2p.3p,3P,1,2s2.2p.3d,3P*,0,,T7333,,
,545.7389,,1.83e+04,D,178273.38,196592.07,2s2.2p.3p,1S,0,2s2.2p.4s,3P*,1,,T6385,,
,546.2581,,1.11e+07,B+,170607.89,188909.17,2s2.2p.3p,3P,1,2s2.2p.3d,3P*,1,,T7333,,
,547.5287,,4.66e+06,B,187091.37,205350.18,2s2.2p.3d,1D*,2,2s2.2p.4p,1D,2,,"T5520,T6385",,
,547.8086,,5.22e+06,B+,170607.89,188857.37,2s2.2p.3p,3P,1,2s2.2p.3d,3P*,2,,T7333,,
,548.0050,,1.44e+07,B+,170666.23,188909.17,2s2.2p.3p,3P,2,2s2.2p.3d,3P*,1,,T7333,,
,549.3233,,3.11e+04,B,168892.21,187091.37,2s2.2p.3p,3S,1,2s2.2p.3d,1D*,2,,T7333,,
549.567,549.5655,450,2.66e+07,B+,170666.23,188857.37,2s2.2p.3p,3P,2,2s2.2p.3d,3P*,2,,T7333,L3513,
,552.6234,,2.13e+07,C+,205597.97,223688.45,2s.2p2.(4P).3s,5P,1,2s.2p2.(4P).3p,5D*,2,,T5520LS,,
,553.0242,,4.04e+07,C+,205654.22,223731.59,2s.2p2.(4P).3s,5P,2,2s.2p2.(4P).3p,5D*,3,,T5520LS,,
553.536,553.5347,285,6.04e+07,C+,205724.81,223785.51,2s.2p2.(4P).3s,5P,3,2s.2p2.(4P).3p,5D*,4,,T5520LS,L3513,
,553.5383,,4.53e+07,C+,205597.97,223658.55,2s.2p2.(4P).3s,5P,1,2s.2p2.(4P).3p,5D*,1,,T5520LS,,
,554.0061,,6.03e+07,C+,205597.97,223643.30,2s.2p2.(4P).3s,5P,1,2s.2p2.(4P).3p,5D*,0,,T5520LS,,
,554.3471,,3.51e+07,C+,205654.22,223688.45,2s.2p2.(4P).3s,5P,2,2s.2p2.(4P).3p,5D*,2,,T5520LS,,
,555.1922,,2.00e+07,C+,205724.81,223731.59,2s.2p2.(4P).3s,5P,3,2s.2p2.(4P).3p,5D*,3,,T5520LS,,
,555.2677,,1.50e+07,C+,205654.22,223658.55,2s.2p2.(4P).3s,5P,2,2s.2p2.(4P).3p,5D*,1,,T5520LS,,
,556.5255,,3.97e+06,C+,205724.81,223688.45,2s.2p2.(4P).3s,5P,3,2s.2p2.(4P).3p,5D*,2,,T5520LS,,
,558.8594,,2.90e+04,D,187461.56,205350.18,2s2.2p.3d,3D*,2,2s2.2p.4p,1D,2,,T6385,,
,563.172,,1.18e+07,B,205350.18,223101.82,2s2.2p.4p,1D,2,2s2.2p.6s,1P*,1,,T5520,,
566.663,566.663,650,3.45e+07,A,148940.17,166582.45,2s2.2p.3s,3P*,1,2s2.2p.3p,3D,2,,T7333,L3513,
,567.400,,4.82e+01,B,168892.21,186511.58,2s2.2p.3p,3S,1,2s2.2p.3d,3F*,2,,T7333,,
567.602,567.602,550,2.80e+07,A,148908.59,166521.69,2s2.2p.3s,3P*,0,2s2.2p.3p,3D,1,,T7333,L3513,
567.956,567.956,870,4.96e+07,A,149076.52,166678.64,2s2.2p.3s,3P*,2,2s2.2p.3p,3D,3,,T7333,L3513,
568.621,568.621,450,1.78e+07,A,148940.17,166521.69,2s2.2p.3s,3P*,1,2s2.2p.3p,3D,1,,T7333,L3513,
571.077,571.077,450,1.17e+07,A,149076.52,166582.45,2s2.2p.3s,3P*,2,2s2.2p.3p,3D,2,,T7333,L3513,
,573.066,,1.26e+06,A,149076.52,166521.69,2s2.2p.3s,3P*,2,2s2.2p.3p,3D,1,,T7333,,
574.730,574.730,285,3.27e+06,B+,149187.80,166582.45,2s2.2p.3s,1P*,1,2s2.2p.3p,3D,2,,T7333,L3513,
,575.459,,1.14e+00,C,15316.2,32688.8,2s2.2p2,1D,2,2s2.2p2,1S,0,E2,T7333,,
,576.745,,2.39e+06,B+,149187.80,166521.69,2s2.2p.3s,1P*,1,2s2.2p.3p,3D,1,,T7333,,
,588.751,,2.78e-03,C,92237.2,109217.6,2s.2p3,3D*,3,2s.2p3,3P*,2,M1,T7333,,
,588.751,,4.27e-01,C,92237.2,109217.6,2s.2p3,3D*,3,2s.2p3,3P*,2,E2,T7333,,
,588.786,,3.55e-01,C,92237.2,109216.6,2s.2p3,3D*,3,2s.2p3,3P*,1,E2,T7333,,
,589.001,,7.60e-01,C,92250.3,109223.5,2s.2p3,3D*,2,2s.2p3,3P*,0,E2,T7333,,
,589.053,,3.29e-03,C,92251.8,109223.5,2s.2p3,3D*,1,2s.2p3,3P*,0,M1,T7333,,
,589.206,,1.98e-03,C,92250.3,109217.6,2s.2p3,3D*,2,2s.2p3,3P*,2,M1,T7333,,
,589.206,,2.66e-01,C,92250.3,109217.6,2s.2p3,3D*,2,2s.2p3,3P*,2,E2,T7333,,
,589.240,,6.32e-02,C,92250.3,109216.6,2s.2p3,3D*,2,2s.2p3,3P*,1,E2,T7333,,
,589.258,,5.33e-04,C,92251.8,109217.6,2s.2p3,3D*,1,2s.2p3,3P*,2,M1,T7333,,
,589.258,,6.83e-02,C,92251.8,109217.6,2s.2p3,3D*,1,2s.2p3,3P*,2,E2,T7333,,
,589.293,,3.29e-03,C,92251.8,109216.6,2s.2p3,3D*,1,2s.2p3,3P*,1,M1,T7333,,
,589.293,,3.41e-01,C,92251.8,109216.6,2s.2p3,3D*,1,2s.2p3,3P*,1,E2,T7333,,
,589.315,,2.88e+07,C+,211827.67,228791.83,2s.2p2.(4P).3s,3P,2,2s.2p2.(4P).3p,3D*,3,,T5520LS,,
,589.725,,2.16e+07,C+,211779.45,228731.81,2s.2p2.(4P).3s,3P,1,2s.2p2.(4P).3p,3D*,2,,T5520LS,,
,589.983,,1.60e+07,C+,211749.35,228694.30,2s.2p2.(4P).3s,3P,0,2s.2p2.(4P).3p,3D*,1,,T5520LS,,
,591.033,,1.19e+07,C+,211779.45,228694.30,2s.2p2.(4P).3s,3P,1,2s.2p2.(4P).3p,3D*,1,,T5520LS,,
,591.407,,7.13e+06,C+,211827.67,228731.81,2s.2p2.(4P).3s,3P,2,2s.2p2.(4P).3p,3D*,2,,T5520LS,,
,592.722,,7.87e+05,C+,211827.67,228694.30,2s.2p2.(4P).3s,3P,2,2s.2p2.(4P).3p,3D*,1,,T5520LS,,
592.781,592.781,360,3.19e+07,A,170572.61,187437.56,2s2.2p.3p,3P,0,2s2.2p.3d,3D*,1,,T7333,L3513,
593.178,593.178,550,4.23e+07,A,170607.89,187461.56,2s2.2p.3p,3P,1,2s2.2p.3d,3D*,2,,T7333,L3513,
594.024,594.024,285,2.22e+07,A,170607.89,187437.56,2s2.2p.3p,3P,1,2s2.2p.3d,3D*,1,,T7333,L3513,
594.165,594.165,650,5.47e+07,A,170666.23,187491.90,2s2.2p.3p,3P,2,2s2.2p.3d,3D*,3,,T7333,L3513,
595.239,595.239,285,1.24e+07,A,170666.23,187461.56,2s2.2p.3p,3P,2,2s2.2p.3d,3D*,2,,T7333,L3513,
,595.428,,4.94e+07,B,190120.24,206910.24,2s2.2p.3d,1P*,1,2s2.2p.4p,1S,0,,"T5520,T6385",,
,596.091,,1.29e+06,A,170666.23,187437.56,2s2.2p.3p,3P,2,2s2.2p.3d,3D*,1,,T7333,,
,599.067,,1.56e+04,D,186570.98,203258.98,2s2.2p.3d,3F*,3,2s2.2p.4p,3P,2,,T6385,,
,606.157,,1.14e+04,D,188857.37,205350.18,2s2.2p.3d,3P*,2,2s2.2p.4p,1D,2,,T6385,,
,606.500,,2.57e+05,B,170607.89,187091.37,2s2.2p.3p,3P,1,2s2.2p.3d,1D*,2,,T7333,,
,608.654,,5.87e+03,B,170666.23,187091.37,2s2.2p.3p,3P,2,2s2.2p.3d,1D*,2,,T7333,,
,611.460,,4.76e+04,C+,186511.58,202861.36,2s2.2p.3d,3F*,2,2s2.2p.4p,3D,3,,T6385n,,
,613.689,,1.90e+06,C+,186570.98,202861.36,2s2.2p.3d,3F*,3,2s2.2p.4p,3D,3,,T6385n,,
,615.075,,2.89e+06,C+,186511.58,202765.26,2s2.2p.3d,3F*,2,2s2.2p.4p,3D,2,,T6385n,,
616.776,616.775,285,2.65e+07,C+,186652.49,202861.36,2s2.2p.3d,3F*,4,2s2.2p.4p,3D,3,,T6385n,L3513,
,617.016,,2.85e+07,C+,186511.58,202714.12,2s2.2p.3d,3F*,2,2s2.2p.4p,3D,1,,T6385n,,
,617.331,,2.62e+07,C+,186570.98,202765.26,2s2.2p.3d,3F*,3,2s2.2p.4p,3D,2,,T6385n,,
,617.434,,1.40e+06,B,206910.24,223101.82,2s2.2p.4p,1S,0,2s2.2p.6s,1P*,1,,T5520,,
,620.942,,9.84e+04,D,187437.56,203537.66,2s2.2p.3d,3D*,1,2s2.2p.4p,3S,1,,T6385,,
,621.036,,1.66e+04,D,187091.37,203189.03,2s2.2p.3d,1D*,2,2s2.2p.4p,3P,1,,T6385,,
,621.869,,2.83e+05,D,187461.56,203537.66,2s2.2p.3d,3D*,2,2s2.2p.4p,3S,1,,T6385,,
,624.241,,3.03e+07,B,189335.16,205350.18,2s2.2p.3d,1F*,3,2s2.2p.4p,1D,2,,"T5520,T6385",,
,628.432,,4.63e+06,D,174212.03,190120.24,2s2.2p.3p,1D,2,2s2.2p.3d,1P*,1,,T7333,,
,628.569,,1.10e+05,A,170666.23,186570.98,2s2.2p.3p,3P,2,2s2.2p.3d,3F*,3,,T7333,,
,628.611,,4.50e+04,A,170607.89,186511.58,2s2.2p.3p,3P,1,2s2.2p.3d,3F*,2,,T7333,,
,630.925,,1.71e+04,A,170666.23,186511.58,2s2.2p.3p,3P,2,2s2.2p.3d,3F*,2,,T7333,,
,631.880,,3.02e+05,B,187437.56,203258.98,2s2.2p.3d,3D*,1,2s2.2p.4p,3P,2,,T6385n,,
,632.840,,4.28e+06,B,187461.56,203258.98,2s2.2p.3d,3D*,2,2s2.2p.4p,3P,2,,T6385n,,
,633.080,,1.39e+06,B,205350.18,221141.61,2s2.2p.4p,1D,2,2s2.2p.5d,1F*,3,,T5520,,
,634.058,,2.13e+07,B,187491.90,203258.98,2s2.2p.3d,3D*,3,2s2.2p.4p,3P,2,,T6385n,,
,634.686,,6.93e+06,B,187437.56,203189.03,2s2.2p.3d,3D*,1,2s2.2p.4p,3P,1,,T6385n,,
,635.654,,1.92e+07,B,187461.56,203189.03,2s2.2p.3d,3D*,2,2s2.2p.4p,3P,1,,T6385n,,
,635.758,,2.68e+07,B,187437.56,203162.48,2s2.2p.3d,3D*,1,2s2.2p.4p,3P,0,,T6385n,,
,636.679,,8.14e+03,B,148908.59,164610.76,2s2.2p.3s,3P*,0,2s2.2p.3p,1P,1,,T7333,,
637.962,637.962,360,3.52e+06,B,148940.17,164610.76,2s2.2p.3s,3P*,1,2s2.2p.3p,1P,1,,T7333,L3513,
,638.432,,7.86e+05,D,186511.58,202170.63,2s2.2p.3d,3F*,2,2s2.2p.4p,1P,1,,T6385,,
,639.915,,9.48e+05,D,187091.37,202714.12,2s2.2p.3d,1D*,2,2s2.2p.4p,3D,1,,T6385,,
,643.344,,1.22e+04,D,155126.73,170666.23,2s.2p3,3S*,1,2s2.2p.3p,3P,2,,T7333,,
,643.561,,9.62e+00,E,149076.52,164610.76,2s2.2p.3s,3P*,2,2s2.2p.3p,1P,1,,u24,,
,645.768,,1.17e+04,D,155126.73,170607.89,2s.2p3,3S*,1,2s2.2p.3p,3P,1,,T7333,,
,647.243,,1.13e+04,D,155126.73,170572.61,2s.2p3,3S*,1,2s2.2p.3p,3P,0,,T7333,,
648.205,648.205,750,2.58e+07,B+,149187.80,164610.76,2s2.2p.3s,1P*,1,2s2.2p.3p,1P,1,,T7333,L3513,
,649.180,,5.49e+05,B,187461.56,202861.36,2s2.2p.3d,3D*,2,2s2.2p.4p,3D,3,,T6385n,,
,650.461,,5.33e+06,B,187491.90,202861.36,2s2.2p.3d,3D*,3,2s2.2p.4p,3D,3,,T6385n,,
,652.233,,7.03e+05,B,187437.56,202765.26,2s2.2p.3d,3D*,1,2s2.2p.4p,3D,2,,T6385n,,
,652.723,,5.25e-07,D,0.0,15316.2,2s2.2p2,3P,0,2s2.2p2,1D,2,E2,T7333,,
,653.256,,3.66e+06,B,187461.56,202765.26,2s2.2p.3d,3D*,2,2s2.2p.4p,3D,2,,T6385n,,
,654.417,,3.59e+06,B,187437.56,202714.12,2s2.2p.3d,3D*,1,2s2.2p.4p,3D,1,,T6385n,,
,654.554,,1.07e+06,B,187491.90,202765.26,2s2.2p.3d,3D*,3,2s2.2p.4p,3D,2,,T6385n,,
,654.805,,9.22e-07,D,48.7,15316.2,2s2.2p2,3P,1,2s2.2p2,1D,2,E2,T7333,,
,654.805,,9.84e-04,D,48.7,15316.2,2s2.2p2,3P,1,2s2.2p2,1D,2,M1,T7333,,
,655.447,,1.43e+06,B,187461.56,202714.12,2s2.2p.3d,3D*,2,2s2.2p.4p,3D,1,,T6385n,,
,656.020,,7.05e+06,D,196540.23,211779.45,2s2.2p.4s,3P*,0,2s.2p2.(4P).3s,3P,1,,T6385n,,
,656.176,,5.25e+06,D,196592.07,211827.67,2s2.2p.4s,3P*,1,2s.2p2.(4P).3s,3P,2,,T6385n,,
,656.420,,4.77e+06,D,190120.24,205350.18,2s2.2p.3d,1P*,1,2s2.2p.4p,1D,2,,"T5520,T6385",,
,658.260,,5.26e+06,D,196592.07,211779.45,2s2.2p.4s,3P*,1,2s.2p2.(4P).3s,3P,1,,T6385n,,
,658.345,,2.91e-03,D,130.8,15316.2,2s2.2p2,3P,2,2s2.2p2,1D,2,M1,T7333,,
,658.345,,8.65e-06,D,130.8,15316.2,2s2.2p2,3P,2,2s2.2p2,1D,2,E2,T7333,,
