Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
4d6.(5D).5p,4P*,1/2,2,,57264.026,,,2.648,  90                                    ,L9882
4d6.(a3P).5p,4S*,3/2,4,,62446.598,,,1.798,  38         :    19  4d6.(a3P).5p 4P*  ,L9882
4d6.(3H).5p,2G*,7/2,8,,62526.947,,,0.961,  17         :    18  4d6.(3H).5p  4H*  ,L9882
4d6.(3H).5p,2G*,9/2,10,,64385.740,,,0.959,  14         :    39  4d6.(3H).5p  4I*  ,L9882
4d6.(3H).5p,4H*,9/2,10,,62907.232,,,1.024,  22         :    14  4d6.(3G).5p  4G*  ,L9882
4d6.(3H).5p,4H*,11/2,12,,63308.161,,,1.068,  36         :    25  4d6.(3H).5p  4I*  ,L9882
4d6.(3H).5p,4H*,13/2,14,,63588.524,,,1.14,  39         :    36  4d6.(3H).5p  4I*  ,L9882
4d6.(3H).5p,4H*,7/2,8,,64749.232,,,1.045,  24         :    18  4d6.(a3F).5p 4F*  ,L9882
4d6.(3H).5p,4G*,11/2,12,,63518.862,,,1.24,  53         :    18  4d6.(a3F).5p 4G*  ,L9882
4d6.(3H).5p,4G*,9/2,10,,63851.735,,,1.136,  40         :    18  4d6.(a3F).5p 4G*  ,L9882
4d6.(3H).5p,4G*,7/2,8,,65213.467,,,1.032,  23         :    12  4d6.(3H).5p  4H*  ,L9882
4d6.(3H).5p,4G*,5/2,6,,67946.997,,,0.689,  40         :    14  4d6.(a3F).5p 4G*  ,L9882
4d6.(a3P).5p,4P*,1/2,2,,,,,,                                        ,
4d6.(a3P).5p,4P*,5/2,6,,63798.070,,,1.295,  14         :    17  4d6.(a3P).5p 2D*  ,L9882
4d6.(a3P).5p,4P*,3/2,4,,65508.565,,,1.85?,  12         :    18  4d6.(a3P).5p 4S*  ,L9882
4d6.(a3F).5p,4G*,7/2,8,,63941.589,,,0.978,  36         :    28  4d6.(3H).5p  4G*  ,L9882
4d6.(a3F).5p,4G*,5/2,6,,64025.692,,,0.646,  46         :    27  4d6.(3H).5p  4G*  ,L9882
4d6.(a3F).5p,4G*,9/2,10,,67165.717,,,1.158,  19         :    18  4d6.(3G).5p  4F*  ,L9882
4d6.(a3F).5p,4G*,11/2,12,,67602.151,,,1.166,  31         :    29  4d6.(3G).5p  4G*  ,L9882
4d6.(a3F).5p,4F*,5/2,6,,64464.142,,,1.022,  29         :    11  4d6.(3G).5p  4F*  ,L9882
4d6.(a3F).5p,4F*,3/2,4,,64921.887,,,0.428,  47         :    22  4d6.(3D).5p  4F*  ,L9882
4d6.(a3F).5p,4F*,9/2,10,,65327.052,,,1.152,  22         :    18  4d6.(3H).5p  2G*  ,L9882
4d6.(a3F).5p,4F*,7/2,8,,68265.978,,,1.028,  17         :    27  4d6.(3G).5p  4G*  ,L9882
4d6.(a3P).5p,2D*,5/2,6,,65245.099,,,1.324,  27         :    21  4d6.(a3P).5p 4P*  ,L9882
4d6.(a3P).5p,2D*,3/2,4,,67900.503,,,1.234,  16         :    15  4d6.(a3F).5p 2D*  ,L9882
4d6.(3H).5p,4I*,15/2,16,,65260.562,,,1.205,  97                                    ,L9882
4d6.(3H).5p,4I*,11/2,12,,65472.459,,,1.046,  46         :    22  4d6.(3H).5p  4H*  ,L9882
4d6.(3H).5p,4I*,9/2,10,,65776.506,,,0.991,  29         :    28  4d6.(3H).5p  4H*  ,L9882
4d6.(3H).5p,4I*,13/2,14,,66198.888,,,1.09,  46         :    32  4d6.(3H).5p  2I*  ,L9882
4d6.(3H).5p,2I*,13/2,14,,65546.843,,,1.14,  40         :    33  4d6.(3H).5p  4H*  ,L9882
4d6.(3H).5p,2I*,11/2,12,,66249.719,,,1.04,  40         :    12  4d6.(3H).5p  4I*  ,L9882
4d6.(a3F).5p,4D*,7/2,8,,66012.913,,,1.199,  32         :    10  4d6.(3D).5p  4D*  ,L9882
4d6.(a3F).5p,4D*,5/2,6,,66651.463,,,1.279,  31         :     9  4d6.(3D).5p  4D*  ,L9882
4d6.(a3F).5p,4D*,3/2,4,,67103.380,,,1.187,  39         :    12  4d6.(3D).5p  4D*  ,L9882
4d6.(a3F).5p,4D*,1/2,2,,68096.9,,,0.385,                                        ,L17219
4d6.(a3P).5p,4D*,7/2,8,,66338.499,,,1.343,  45         :    25  4d6.(b3P).5p 4D*  ,L9882
4d6.(a3P).5p,4D*,1/2,2,,66633.819,,,0.789,  14         :    27  4d6.(a3F).5p 4D*  ,L9882
4d6.(a3P).5p,4D*,3/2,4,,68446.215,,,1.160,  38         :    17  4d6.(b3P).5p 4D*  ,L9882
4d6.(a3P).5p,4D*,5/2,6,,68774.354,,,1.308,  38         :    15  4d6.(b3P).5p 4D*  ,L9882
4d6.(a3F).5p,2F*,5/2,6,,67099.625,,,0.855,  19         :    21  4d6.(3G).5p  4G*  ,L9882
4d6.(a3F).5p,2F*,7/2,8,,67646.416,,,1.02,  15         :    20  4d6.(3H).5p  2G*  ,L9882
4d6.(3G).5p,4G*,11/2,12,,67501.801,,,1.130,  20         :    30  4d6.(3H).5p  4H*  ,L9882
4d6.(3G).5p,4G*,7/2,8,,68229.670,,,0.955,  21         :    19  4d6.(a3F).5p 2G*  ,L9882
4d6.(3G).5p,4G*,9/2,10,,68906.997,,,1.17,  23         :    22  4d6.(3H).5p  4G*  ,L9882
4d6.(3G).5p,4G*,5/2,6,,69055.164,,,0.706,  46         :    17  4d6.(a3F).5p 4G*  ,L9882
4d6.(3G).5p,4F*,9/2,10,,67901.337,,,1.19,  21         :    33  4d6.(3G).5p  4G*  ,L9882
4d6.(3G).5p,4F*,7/2,8,,69404.501,,,1.059,  41         :    14  4d6.(3H).5p  4G*  ,L9882
4d6.(3G).5p,4F*,3/2,4,,69620.007,,,0.648,  33         :    13  4d6.(a3P).5p 2D*  ,L9882
4d6.(3G).5p,4F*,5/2,6,,69646.646,,,0.99,  35         :    15  4d6.(a3P).5p 2D*  ,L9882
4d6.(3G).5p,2H*,9/2,10,,68120.702,,,1.015,  38         :    10  4d6.(3H).5p  2H*  ,L9882
4d6.(3G).5p,2H*,11/2,12,,68328.533,,,1.152,  21         :    21  4d6.(3H).5p  2I*  ,L9882
4d6.(a3F).5p,2G*,9/2,10,,69181.233,,,1.058,  30         :    16  4d6.(3H).5p  2H*  ,L9882
4d6.(a3F).5p,2G*,7/2,8,,69552.894,,,1.00,  36         :    14  4d6.(3G).5p  4G*  ,L9882
4d6.(3G).5p,4H*,13/2,14,,69311.309,,,1.180,  73         :    10  4d6.(3H).5p  4H*  ,L9882
4d6.(3G).5p,4H*,9/2,10,,69613.257,,,0.99,  58         :    10  4d6.(3H).5p  4H*  ,L9882
4d6.(3G).5p,4H*,11/2,12,,69647.167,,,1.108,  44         :    26  4d6.(3H).5p  2H*  ,L9882
4d6.(3G).5p,4H*,7/2,8,,69655.886,,,0.797,  49         :    15  4d6.(3H).5p  4H*  ,L9882
4d6.(a3P).5p,2P*,1/2,2,,69439.902,,,0.829,  15         :    25  4d6.(a3P).5p 4D*  ,L9882
4d6.(a3P).5p,2P*,3/2,4,,70151.055,,,1.209,  31         :    11  4d6.(b3P).5p 2P*  ,L9882
4d6.(a3F).5p,2D*,5/2,6,,70571.477,,,1.157,  38         :    10  4d6.(3G).5p  2F*  ,L9882
4d6.(a3F).5p,2D*,3/2,4,,70779.886,,,0.744,  30         :    18  4d6.(3D).5p  4F*  ,L9882
4d6.(a3P).5p,2S*,1/2,2,,71036.683,,,2.046,  45         :    30  4d6.(3D).5p  4P*  ,L9882
4d6.(3D).5p,4P*,5/2,6,,71115.355,,,1.247,  31         :    10  4d6.(3D).5p  2D*  ,L9882
4d6.(3D).5p,4P*,3/2,4,,71866.1,,,1.567,                                        ,L17219
4d6.(3D).5p,4P*,1/2,2,,73195.790,,,1.749,  35         :    17  4d6.(3D).5p  2P*  ,L9882
4d6.(3H).5p,2H*,11/2,12,,71203.348,,,1.32,  39         :    24  4d6.(3G).5p  2H*  ,L9882
4d6.(3H).5p,2H*,9/2,10,,71926.634,,,0.96,  32         :    30  4d6.(3G).5p  2H*  ,L9882
4d6.(3G).5p,2F*,5/2,6,,71598.854,,,1.193,  13         :    39  4d6.(3D).5p  4P*  ,L9882
4d6.(3G).5p,2F*,7/2,8,,72010.655,,,1.121,  28         :    16  4d6.(3D).5p  4F*  ,L9882
4d6.(1I).5p,2K*,13/2,14,,71798.650,,,0.91,  92                                    ,L9882
4d6.(1I).5p,2K*,15/2,16,,72903.458,,,1.07,  97                                    ,L9882
4d6.(3D).5p,2F*,5/2,6,,,,,,                                        ,
4d6.(3D).5p,2F*,7/2,8,,72248.846,,,1.14,  15         :    14  4d6.(3G).5p  2G*  ,L9882
4d6.(3D).5p,4F*,3/2,4,,72523.746,,,0.490,  37         :    38  4d6.(3G).5p  4F*  ,L9882
4d6.(3D).5p,4F*,5/2,6,,72970.595,,,0.984,  38         :    21  4d6.(3G).5p  4F*  ,L9882
4d6.(3D).5p,4F*,7/2,8,,73142.670,,,1.32,  38         :    20  4d6.(3D).5p  4D*  ,L9882
4d6.(3D).5p,4F*,9/2,10,,73218.639,,,1.28,  68         :    11  4d6.(3G).5p  4F*  ,L9882
4d5.5s.(7S).5p,6P*,3/2,4,,72760.7,,,2.49,                                        ,L17219
4d5.5s.(7S).5p,6P*,5/2,6,,72908.8,,,1.712,                                        ,L17219
4d5.5s.(7S).5p,6P*,7/2,8,,73213.2,,,1.57,                                        ,L17219
4d6.(3D).5p,2P*,3/2,4,,72786.749,,,1.34,  50         :     8  4d6.(a1S).5p 2P*  ,L9882
4d6.(3D).5p,4D*,5/2,6,,73284.507,,,1.301,  61         :    13  4d6.(a3F).5p 4D*  ,L9882
4d6.(3D).5p,4D*,3/2,4,,73315.954,,,1.214,  59         :    13  4d6.(a3F).5p 4D*  ,L9882
4d6.(3D).5p,4D*,1/2,2,,73750.330,,,0.552,  28         :    20  4d6.(3D).5p  2P*  ,L9882
4d6.(3D).5p,4D*,7/2,8,,74594.412,,,1.134,  12         :    21  4d6.(3G).5p  2G*  ,L9882
4d6.(a1G).5p,2H*,9/2,10,,73363.778,,,0.96,  36         :    12  4d6.(1I).5p  2H*  ,L9882
4d6.(a1G).5p,2H*,11/2,12,,75662.401,,,1.08,  38         :    21  4d6.(b1G).5p 2H*  ,L9882
4d6.(3G).5p,2G*,7/2,8,,73810.530,,,1.114,  31         :    26  4d6.(3D).5p  4D*  ,L9882
4d6.(3G).5p,2G*,9/2,10,,74046.221,,,0.809,  54         :    17  4d6.(3H).5p  2G*  ,L9882
4d6.(1I).5p,2H*,11/2,12,,73950.984,,,1.07,  43         :    21  4d6.(a1G).5p 2H*  ,L9882
4d6.(1I).5p,2H*,9/2,10,,76389.301,,,0.93,  47         :    15  4d6.(3H).5p  2H*  ,L9882
4d6.(3D).5p,2D*,3/2,4,,74592.764,,,0.87,  62         :     6  4d6.(a3F).5p 2D*  ,L9882
4d6.(3D).5p,2D*,5/2,6,,75117.611,,,1.20,  65         :     6  4d6.(3D).5p  4P*  ,L9882
4d6.(a1G).5p,2G*,9/2,10,,75346.601,,,1.03,  39         :    13  4d6.(b1G).5p 2G*  ,L9882
4d6.(a1G).5p,2G*,7/2,8,,75431.962,,,0.913,  49         :    14  4d6.(b1G).5p 2G*  ,L9882
4d6.(1I).5p,2I*,13/2,14,,75789.732,,,1.08,  92                                    ,L9882
4d6.(1I).5p,2I*,11/2,12,,75925.719,,,0.98,  73         :    16  4d6.(1I).5p  2H*  ,L9882
4d6.(a1G).5p,2F*,5/2,6,,,,,,                                        ,
4d6.(a1G).5p,2F*,7/2,8,,76977.950,,,1.14,  23         :    29  4d6.(3D).5p  2F*  ,L9882
4d6.(a1D).5p,2P*,1/2,2,,,,,,                                        ,
4d6.(a1D).5p,2P*,3/2,4,,77292.7,,,1.291,                                        ,L17219
4d6.(a1D).5p,2D*,5/2,6,,77819.424,,,1.068,  24         :    16  4d6.(1F).5p  2D*  ,L9882
4d6.(a1D).5p,2D*,3/2,4,,78617.554,,,0.87,  49         :    14  4d6.(1F).5p  2D*  ,L9882
4d6.(a1D).5p,2F*,5/2,6,,79114.8,,,0.96,                                        ,L17219
4d6.(a1D).5p,2F*,7/2,8,,79804.509,,,1.046,  39         :    20  4d6.(1F).5p  2G*  ,L9882
4d6.(1F).5p,2G*,7/2,8,,79504.102,,,1.033,  43         :    13  4d6.(a1D).5p 2F*  ,L9882
4d5.5s.(5S).5p,4P*,5/2,6,,81721.7,,,,                                        ,L17219
4d5.5s.(5S).5p,4P*,3/2,4,,82239.5,,,,                                        ,L17219
4d5.5s.(5S).5p,4P*,1/2,2,,82650.8,,,,                                        ,L17219
4d6.(5D).6s,6D,1/2,2,,,,,,                                        ,
4d6.(5D).6s,6D,9/2,10,,84511.460,,,,  98                                    ,L9882
4d6.(5D).6s,6D,7/2,8,,85411.109,,,,  86         :    12  4d6.(5D).5s  4D   ,L9882
4d6.(5D).6s,6D,5/2,6,,86137.660,,,,  95                                    ,L9882
4d6.(5D).6s,6D,3/2,4,,86602.316,,,,  96                                    ,L9882
4d6.(5D).6s,4D,1/2,2,,,,,,                                        ,
4d6.(5D).6s,4D,3/2,4,,,,,,                                        ,
4d6.(5D).6s,4D,7/2,8,,86441.215,,,,  85         :    12  4d6.(5D).5s  6D   ,L9882
4d6.(5D).6s,4D,5/2,6,,87524.303,,,,  95                                    ,L9882
4d6.(5D).5d,6F,11/2,12,,89253.362,,,,  93                                    ,L9882
4d6.(5D).5d,6F,9/2,10,,89347.375,,,,  69         :    26  4d6.(5D).5s  6D   ,L9882
4d6.(5D).5d,6F,7/2,8,,89576.780,,,,  51         :    36  4d6.(5D).5s  6D   ,L9882
4d6.(5D).5d,6F,5/2,6,,89952.722,,,,  45         :    35  4d6.(5D).5s  6D   ,L9882
4d6.(5D).5d,6F,3/2,4,,90541.271,,,,  64         :    26  4d6.(5D).5s  6D   ,L9882
4d6.(5D).5d,6F,1/2,2,,90863.131,,,,  88         :     9  4d6.(5D).5s  6D   ,L9882
4d5.5s.(5S).6p,6P*,7/2,8,,90165.8,,,,                                        ,L17219
4d5.5s.(5S).6p,6P*,5/2,6,,90829.9,,,,                                        ,L17219
4d5.5s.(5S).6p,6P*,3/2,4,,91503.7,,,,                                        ,L17219
4d6.(5D).5d,6P,7/2,8,,90442.001,,,,  38         :    26  4d6.(5D).5s  6F   ,L9882
4d6.(5D).5d,6P,5/2,6,,90625.353,,,,  40         :    38  4d6.(5D).5s  6F   ,L9882
4d6.(5D).5d,6P,3/2,4,,91126.057,,,,  32         :    35  4d6.(5D).5s  6D   ,L9882
4d6.(5D).5d,6D,9/2,10,,90635.905,,,,  71         :    20  4d6.(5D).5s  6F   ,L9882
4d6.(5D).5d,6D,7/2,8,,91674.648,,,,  30         :    48  4d6.(5D).5s  6P   ,L9882
4d6.(5D).5d,6D,5/2,6,,91696.565,,,,  46         :    25  4d6.(5D).5s  6P   ,L9882
4d6.(5D).5d,4D,7/2,8,,91036.424,,,,  73         :    13  4d6.(5D).5s  6F   ,L9882
4d6.(5D).5d,4G,9/2,10,,91781.025,,,,  58         :    23  4d6.(5D).5s  6G   ,L9882
4d6.(b3F).5p,4D*,1/2,2,,,,,,                                        ,
4d6.(b3F).5p,4D*,5/2,6,,,,,,                                        ,
4d6.(b3F).5p,4D*,7/2,8,,95324.8,,,,                                        ,L17219
4d6.(b3F).5p,4D*,3/2,4,,96349.7,,,,                                        ,L17219
4d6.(b3F).5p,4G*,5/2,6,,95713.4,,,,                                        ,L17219
4d6.(b3F).5p,4G*,7/2,8,,96109.3,,,,                                        ,L17219
4d6.(b3F).5p,4G*,9/2,10,,96501.7,,,,                                        ,L17219
4d6.(b3F).5p,4G*,11/2,12,,96722.4,,,,                                        ,L17219
4d6.(b3F).5p,2G*,7/2,8,,102865.4,,,,                                        ,L17219
4d6.(b3F).5p,2G*,9/2,10,,103434.2,,,,                                        ,L17219
Ru III (4d6 5D<4>),Limit,---,,[,135200,],500,,                                        ,L17219
