Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
3p6.3d8.(3F).5d,4H,11/2,12,,121180.55,,,,  59             :    30  3d8.(3F).5d          2H    ,
3p6.3d8.(3F).5d,4H,9/2,10,,121190.34,,,,  59             :    27  3d8.(3F).5d          2H    ,
3p6.3d8.(3F).5d,4H,7/2,8,,122047.29,,,,  77             :    18  3d8.(3F).5d          4G    ,
3p6.3d8.(3P).5p,4P*,5/2,6,,119796.98,,,,  51             :    19  3d8.(1D).5p          2D*   ,
3p6.3d8.(3P).5p,4P*,3/2,4,,120166.52,,,,  36             :    17  3d8.(1D).5p          2D*   ,
3p6.3d8.(3P).5p,4P*,1/2,2,,120316.02,,,,                                                     ,
3p6.3d8.(3F).5d,4G,11/2,12,,119833.00,,,,  53             :    34  3d8.(3F).5d          4H    ,
3p6.3d8.(3F).5d,4G,7/2,8,,121240.90,,,,  42             :    30  3d8.(3F).5d          2F    ,
3p6.3d8.(3F).5d,4G,9/2,10,,121294.67,,,,  43             :    25  3d8.(3F).5d          2G    ,
3p6.3d8.(3F).5d,4G,5/2,6,,122144.99,,,,  59             :    35  3d8.(3F).5d          4F    ,
3p6.3d8.(3F).5d,2H,11/2,12,,119889.47,,,,  56             :    36  3d8.(3F).5d          4G    ,
3p6.3d8.(3F).5d,2H,9/2,10,,122140.71,,,,  59             :    25  3d8.(3F).5d          4H    ,
3p6.3d8.(3F).5d,2P,3/2,4,,119909.72,,,,  59             :    18  3d8.(3F).5d          4P    ,
3p6.3d8.(3F).5d,2P,1/2,2,,122112.94,?,,,  65             :    26  3d8.(3F).5d          4P    ,
3p6.3d8.(3F).5d,4F,9/2,10,,119913.33,,,,  59             :    34  3d8.(3F).5d          4G    ,
3p6.3d8.(3F).5d,4F,7/2,8,,121317.89,,,,  41             :    30  3d8.(3F).5d          2G    ,
3p6.3d8.(3F).5d,4F,3/2,4,,122084.79,,,,  62             :    26  3d8.(3F).5d          4D    ,
3p6.3d8.(3F).5d,2F,7/2,8,,120002.86,,,,  60             :    20  3d8.(3F).5d          4F    ,
3p6.3d8.(3F).5d,2F,5/2,6,,122175.42,?,,,  52             :    20  3d8.(3F).5d          2D    ,
3p6.3d8.(3F).5d,2G,9/2,10,,120044.95,,,,  58             :    23  3d8.(3F).5d          4F    ,
3p6.3d8.(3F).5d,2G,7/2,8,,122270.05,,,,  61             :    18  3d8.(3F).5d          4G    ,
3p6.3d8.(3F).5d,,5/2,6,,120144.17,,,,  37  2D         :    18  3d8.(3F).5d          4D    ,
3p6.3d8.(3F<3>).4f,2[1]*,1/2,2,,120189.55,,,,  60             :    40  3d8.(3F<3>).4f       2[0]* ,
3p6.3d8.(3F<3>).4f,2[1]*,3/2,4,,120199.18,,,,  88             :    12  3d8.(3F<3>).4f       2[2]* ,
3p6.3d8.(3F<3>).4f,2[2]*,5/2,6,,120203.49,,,,  99             :     1  3d8.(3F<3>).4f       2[3]* ,
3p6.3d8.(3F<3>).4f,2[2]*,3/2,4,,120222.89,,,,  88             :    12  3d8.(3F<3>).4f       2[1]* ,
3p6.3d8.(3F<3>).4f,2[6]*,11/2,12,,120211.30,,,, 100                                                 ,
3p6.3d8.(3F<3>).4f,2[6]*,13/2,14,,120218.22,,,, 100                                                 ,
3p6.3d8.(3F<3>).4f,2[3]*,7/2,8,,120250.17,,,,  98             :     1  3d8.(3F<3>).4f       2[4]* ,
3p6.3d8.(3F<3>).4f,2[3]*,5/2,6,,120271.97,,,,  99             :     1  3d8.(3F<3>).4f       2[2]* ,
3p6.3d8.(3F<3>).4f,2[4]*,7/2,8,,120268.81,,,,  98             :     1  3d8.(3F<3>).4f       2[3]* ,
3p6.3d8.(3F<3>).4f,2[4]*,9/2,10,,120281.11,,,,  97             :     3  3d8.(3F<3>).4f       2[5]* ,
3p6.3d8.(3F<3>).4f,2[5]*,11/2,12,,120270.44,,,, 100                                                 ,
3p6.3d8.(3F<3>).4f,2[5]*,9/2,10,,120272.53,,,,  97             :     3  3d8.(3F<3>).4f       2[4]* ,
3p6.3d8.(3P).5p,4D*,7/2,8,,120903.31,,,,  81                                                 ,
3p6.3d8.(3P).5p,4D*,5/2,6,,121325.09,,,,  63             :    27  3d8.(3P).5p          2D*   ,
3p6.3d8.(3P).5p,4D*,3/2,4,,121385.80,,,,  54                                                 ,
3p6.3d8.(3P).5p,4D*,1/2,2,,121561.06,,,,  83                                                 ,
3p6.3d8.(3F<2>).4f,2[1]*,3/2,4,,121042.52,,,,  90             :     9  3d8.(3F<2>).4f       2[2]* ,
3p6.3d8.(3F<2>).4f,2[1]*,1/2,2,,121090.71,,,,  99                                                 ,
3p6.3d8.(3P).5p,*,3/2,4,,121042.57,,,,  35  2P*        :    18  3d8.(3P).5p          2D*   ,
3p6.3d8.(3P).5p,2D*,5/2,6,,121050.66,,,,  57             :    20  3d8.(3P).5p          4D*   ,
3p6.3d8.(3F).6p,4G*,11/2,12,,121120.37,,,,                                                     ,
3p6.3d8.(3F<2>).4f,2[5]*,11/2,12,,121120.88,,,,  99                                                 ,
3p6.3d8.(3F<2>).4f,2[5]*,9/2,10,,121125.41,,,,  99                                                 ,
3p6.3d8.(3F<2>).4f,2[2]*,5/2,6,,121146.98,,,,  94             :     5  3d8.(3F<2>).4f       2[3]* ,
3p6.3d8.(3F<2>).4f,2[2]*,3/2,4,,121161.81,,,,  90             :     9  3d8.(3F<2>).4f       2[1]* ,
3p6.3d8.(3F<2>).4f,2[4]*,7/2,8,,121178.56,,,,  86             :    13  3d8.(3F<2>).4f       2[3]* ,
3p6.3d8.(3F<2>).4f,2[4]*,9/2,10,,121180.54,,,,  99                                                 ,
3p6.3d8.(3F<2>).4f,2[3]*,7/2,8,,121192.32,,,,  86             :    13  3d8.(3F<2>).4f       2[4]* ,
3p6.3d8.(3F<2>).4f,2[3]*,5/2,6,,121194.14,,,,  94             :     5  3d8.(3F<2>).4f       2[2]* ,
3p6.3d8.(3F).5d,,5/2,6,,121227.80,,,,  37  4D         :    36  3d8.(3F).5d          2F    ,
3p6.3d8.(1G).4d,2I,11/2,12,,121437.68,,,, 100                                                 ,
3p6.3d8.(1G).4d,2I,13/2,14,,121476.56,,,, 100                                                 ,
3p6.3d8.(3P).5p,4S*,3/2,4,,121456.30,,,,  43             :    23  3d8.(3P).5p          2D*   ,
3p6.3d7.(2H).4s.4p.(3P*),2G*,9/2,10,,121692.55,,,,                                                     ,
3p6.3d7.(2H).4s.4p.(3P*),2G*,7/2,8,,121862.57,,,,                                                     ,
,,3/2,4,,121699.02,,,,                                                     ,
3p6.3d8.(3P).5p,*,3/2,4,,121800.34,,,,  32  2P*        :    28  3d8.(3P).5p          2D*   ,
3p6.3d8.(1G).4d,2F,5/2,6,,122080.25,,,,  99                                                 ,
3p6.3d8.(1G).4d,2F,7/2,8,,122086.58,,,, 100                                                 ,
3p6.3d8.(3F).6p,4F*,9/2,10,,122441.22,,,,                                                     ,
3p6.3d8.(1G).4d,2H,9/2,10,,122790.41,,,, 100                                                 ,
3p6.3d8.(1G).4d,2H,11/2,12,,122821.63,,,, 100                                                 ,
3p6.3d8.(3F).6p,4D*,7/2,8,,122812.97,,,,                                                     ,
3p6.3d8.(1G).4d,2G,9/2,10,,122837.33,,,,  99                                                 ,
3p6.3d8.(1G).4d,2G,7/2,8,,122847.60,,,, 100                                                 ,
3p6.3d8.(3F).6p,2G*,9/2,10,,123434.60,,,,                                                     ,
3p6.3d7.(2H).4s.4p.(3P*),2H*,9/2,10,,124652.00,,,,                                                     ,
3p6.3d7.(2H).4s.4p.(3P*),2H*,11/2,12,,125003.41,,,,                                                     ,
3p6.3d8.(1G).5p,2H*,9/2,10,,126679.98,,,,                                                     ,
3p6.3d8.(1G).5p,2H*,11/2,12,,126857.97,,,,                                                     ,
3p6.3d7.(4P).4s.4p.(1P*),4S*,3/2,4,,126738.82,,,,                                                     ,
3p6.3d8.(1G).5p,2F*,7/2,8,,127219.57,,,,                                                     ,
3p6.3d8.(1G).5p,2F*,5/2,6,,127331.60,,,,                                                     ,
3p6.3d8.(3F).7s,4F,9/2,10,,127867.13,,,,                                                     ,
3p6.3d8.(3F).7s,4F,7/2,8,,127991.56,,,,                                                     ,
3p6.3d8.(3F).7s,4F,5/2,6,,129294.51,,,,                                                     ,
3p6.3d8.(3F).7s,4F,3/2,4,,130135.19,,,,                                                     ,
3p6.3d8.(1G).5p,2G*,9/2,10,,127885.86,,,,                                                     ,
3p6.3d8.(1G).5p,2G*,7/2,8,,127895.33,,,,                                                     ,
3p6.3d8.(3F<4>).5f,2[1]*,3/2,4,,128732.03,,,,  87             :    13  3d8.(3F<4>).5f       2[2]* ,
3p6.3d8.(3F<4>).5f,2[1]*,1/2,2,,128799.64,,,, 100                                                 ,
3p6.3d8.(3F<4>).5f,2[2]*,5/2,6,,128803.23,,,,  92             :     8  3d8.(3F<4>).5f       2[3]* ,
3p6.3d8.(3F<4>).5f,2[2]*,3/2,4,,128822.23,,,,  87             :    13  3d8.(3F<4>).5f       2[1]* ,
3p6.3d8.(3F<4>).5f,2[7]*,13/2,14,,128818.41,,,, 100                                                 ,
3p6.3d8.(3F<4>).5f,2[7]*,15/2,16,,128827.05,,,, 100                                                 ,
3p6.3d8.(3F<4>).5f,2[3]*,7/2,8,,128827.15,,,,  97                                                 ,
3p6.3d8.(3F<4>).5f,2[3]*,5/2,6,,128853.87,,,,  92             :     8  3d8.(3F<4>).5f       2[2]* ,
3p6.3d8.(3F<4>).5f,2[6]*,11/2,12,,128837.11,,,,  99                                                 ,
3p6.3d8.(3F<4>).5f,2[6]*,13/2,14,,128855.60,,,, 100                                                 ,
3p6.3d8.(3F<4>).5f,2[4]*,9/2,10,,128853.91,,,, 100                                                 ,
3p6.3d8.(3F<4>).5f,2[4]*,7/2,8,,128867.00,,,,  97                                                 ,
3p6.3d8.(3F<4>).5f,2[5]*,9/2,10,,128862.49,,,, 100                                                 ,
3p6.3d8.(3F<4>).5f,2[5]*,11/2,12,,128869.89,,,, 100                                                 ,
3p6.3d8.(3F<4>).5g,2[0],1/2,2,,128937.47,,,, 100                                                 ,
3p6.3d8.(3F<4>).5g,2[1],1/2,2,,128939.76,,,, 100                                                 ,
3p6.3d8.(3F<4>).5g,2[1],3/2,4,,128939.76,,,, 100                                                 ,
3p6.3d8.(3F<4>).5g,2[2],3/2,4,,128944.36,,,, 100                                                 ,
3p6.3d8.(3F<4>).5g,2[2],5/2,6,,128944.36,,,, 100                                                 ,
3p6.3d8.(3F<4>).5g,2[8],15/2,16,,128946.15,,,, 100                                                 ,
3p6.3d8.(3F<4>).5g,2[8],17/2,18,,128946.17,,,, 100                                                 ,
3p6.3d8.(3F<4>).5g,2[3],7/2,8,,128950.84,,,, 100                                                 ,
3p6.3d8.(3F<4>).5g,2[3],5/2,6,,128950.89,,,, 100                                                 ,
3p6.3d8.(3F<4>).5g,2[4],9/2,10,,128958.34,,,, 100                                                 ,
3p6.3d8.(3F<4>).5g,2[4],7/2,8,,128958.40,,,, 100                                                 ,
3p6.3d8.(3F<4>).5g,2[7],15/2,16,,128960.74,,,, 100                                                 ,
3p6.3d8.(3F<4>).5g,2[7],13/2,14,,128960.74,,,, 100                                                 ,
3p6.3d8.(3F<4>).5g,2[5],9/2,10,,128964.62,,,, 100                                                 ,
3p6.3d8.(3F<4>).5g,2[5],11/2,12,,128964.63,,,, 100                                                 ,
3p6.3d8.(3F<4>).5g,2[6],11/2,12,,128966.51,,,, 100                                                 ,
3p6.3d8.(3F<4>).5g,2[6],13/2,14,,128966.51,,,, 100                                                 ,
3p6.3d8.(3F).7s,2F,7/2,8,,129271.72,,,,                                                     ,
3p6.3d8.(3F).7s,2F,5/2,6,,130236.26,,,,                                                     ,
3p6.3d8.(3F).6d,4P,5/2,6,,129284.50,,,,                                                     ,
3p6.3d8.(3F).6d,4P,3/2,4,,129479.73,,,,                                                     ,
3p6.3d8.(3F).6d,4P,1/2,2,,130710.85,,,,                                                     ,
3p6.3d8.(3F).6d,4D,7/2,8,,129297.91,,,,                                                     ,
3p6.3d8.(3F).6d,4D,5/2,6,,129842.33,,,,                                                     ,
3p6.3d8.(3F).6d,4D,3/2,4,,130942.30,,,,                                                     ,
3p6.3d8.(3F).6d,4H,13/2,14,,129367.91,,,,                                                     ,
3p6.3d8.(3F).6d,4H,11/2,12,,129396.04,,,,                                                     ,
3p6.3d8.(3F).6d,4H,9/2,10,,130757.51,,,,                                                     ,
3p6.3d8.(3F).6d,4H,7/2,8,,131637.10,,,,                                                     ,
3p6.3d8.(3F).6d,4F,9/2,10,,129419.58,,,,                                                     ,
3p6.3d8.(3F).6d,4F,7/2,8,,129474.27,,,,                                                     ,
3p6.3d8.(3F).6d,4F,5/2,6,,130730.53,,,,                                                     ,
3p6.3d8.(3F).6d,4F,3/2,4,,131620.45,,,,                                                     ,
3p6.3d8.(3F).6d,4G,11/2,12,,129424.03,,,,                                                     ,
3p6.3d8.(3F).6d,4G,9/2,10,,129503.24,,,,                                                     ,
3p6.3d8.(3F).6d,4G,7/2,8,,130815.91,,,,                                                     ,
3p6.3d8.(3F).6d,4G,5/2,6,,131670.87,,,,                                                     ,
3p6.3d7.(4P).4s.4p.(1P*),4D*,7/2,8,,129782.07,,,,                                                     ,
3p6.3d7.(4P).4s.4p.(1P*),4D*,5/2,6,,129988.05,,,,                                                     ,
3p6.3d7.(4P).4s.4p.(1P*),4D*,3/2,4,,130331.78,,,,                                                     ,
3p6.3d7.(4P).4s.4p.(1P*),4D*,1/2,2,,130570.42,,,,                                                     ,
3p6.3d8.(3F<3>).5f,2[0]*,1/2,2,,130147.87,,,,  51             :    49  3d8.(3F<3>).5f       2[1]* ,
3p6.3d8.(3F<3>).5f,2[1]*,3/2,4,,130174.03,,,,  88             :    11  3d8.(3F<3>).5f       2[2]* ,
3p6.3d8.(3F<3>).5f,2[2]*,5/2,6,,130184.39,,,, 100                                                 ,
3p6.3d8.(3F<3>).5f,2[2]*,3/2,4,,130197.23,,,,  88             :    12  3d8.(3F<3>).5f       2[1]* ,
3p6.3d8.(3F<3>).5f,2[6]*,11/2,12,,130184.61,,,, 100                                                 ,
3p6.3d8.(3F<3>).5f,2[6]*,13/2,14,,130187.81,,,, 100                                                 ,
3p6.3d8.(3F<3>).5f,2[5]*,11/2,12,,130205.62,,,, 100                                                 ,
3p6.3d8.(3F<3>).5f,2[5]*,9/2,10,,130206.90,,,,  98                                                 ,
3p6.3d8.(3F<3>).5f,2[3]*,7/2,8,,130208.89,,,,  97                                                 ,
3p6.3d8.(3F<3>).5f,2[3]*,5/2,6,,130227.52,,,, 100                                                 ,
3p6.3d8.(3F<3>).5f,2[4]*,9/2,10,,130215.50,,,,  98                                                 ,
3p6.3d8.(3F<3>).5f,2[4]*,7/2,8,,130225.87,,,,  97                                                 ,
3p6.3d8.(3F<3>).5g,2[1],1/2,2,,130301.40,,,, 100                                                 ,
3p6.3d8.(3F<3>).5g,2[1],3/2,4,,130301.40,,,, 100                                                 ,
3p6.3d8.(3F<3>).5g,2[2],3/2,4,,130306.97,,,,  99                                                 ,
3p6.3d8.(3F<3>).5g,2[2],5/2,6,,130306.97,,,,  99                                                 ,
3p6.3d8.(3F<3>).5g,2[7],15/2,16,,130308.71,,,, 100                                                 ,
3p6.3d8.(3F<3>).5g,2[7],13/2,14,,130308.71,,,, 100                                                 ,
3p6.3d8.(3F<3>).5g,2[3],7/2,8,,130314.07,,,,  99                                                 ,
3p6.3d8.(3F<3>).5g,2[3],5/2,6,,130314.07,,,,  99                                                 ,
3p6.3d8.(3F<3>).5g,2[4],7/2,8,,130320.94,,,, 100                                                 ,
3p6.3d8.(3F<3>).5g,2[4],9/2,10,,130320.97,,,, 100                                                 ,
3p6.3d8.(3F<3>).5g,2[6],13/2,14,,130321.73,,,,  99                                                 ,
3p6.3d8.(3F<3>).5g,2[6],11/2,12,,130321.73,,,,  99                                                 ,
3p6.3d8.(3F<3>).5g,2[5],9/2,10,,130324.72,,,, 100                                                 ,
3p6.3d8.(3F<3>).5g,2[5],11/2,12,,130324.72,,,, 100                                                 ,
3p6.3d8.(3F).7p,4F*,9/2,10,,130470.90,,,,                                                     ,
3p6.3d8.(3F).7p,4D*,7/2,8,,130480.55,,,,                                                     ,
3p6.3d8.(3F).7p,4G*,11/2,12,,130661.32,,,,                                                     ,
3p6.3d8.(3F).6d,2P,3/2,4,,130691.35,,,,                                                     ,
3p6.3d8.(3F).6d,2P,1/2,2,,131655.83,,,,                                                     ,
3p6.3d8.(3F).6d,2H,11/2,12,,130751.03,,,,                                                     ,
3p6.3d8.(3F).6d,2H,9/2,10,,131686.56,,,,                                                     ,
3p6.3d8.(3F).6d,2F,7/2,8,,130765.26,,,,                                                     ,
3p6.3d8.(3F).6d,2F,5/2,6,,131796.26,,,,                                                     ,
3p6.3d8.(3F).6d,2G,9/2,10,,130801.33,,,,                                                     ,
3p6.3d8.(3F).6d,2G,7/2,8,,131750.73,,,,                                                     ,
3p6.3d8.(1D).6s,2D,5/2,6,,130900.65,,,,                                                     ,
3p6.3d8.(1D).6s,2D,3/2,4,,130942.36,,,,                                                     ,
3p6.3d8.(3F).6d,2D,5/2,6,,131032.01,,,,                                                     ,
3p6.3d8.(3F<2>).5f,2[1]*,1/2,2,,131063.85,,,,  99                                                 ,
3p6.3d8.(3F<2>).5f,2[1]*,3/2,4,,131075.78,,,,  87             :    12  3d8.(3F<2>).5f       2[2]* ,
3p6.3d8.(3F<2>).5f,2[5]*,9/2,10,,131093.30,,,,  99                                                 ,
3p6.3d8.(3F<2>).5f,2[5]*,11/2,12,,131094.02,,,,  99                                                 ,
3p6.3d8.(3F<2>).5f,2[2]*,5/2,6,,131103.18,,,,  91             :     8  3d8.(3F<2>).5f       2[3]* ,
3p6.3d8.(3F<2>).5f,2[2]*,7/2,8,,131115.15,,,,  89             :    10  3d8.(3F<2>).5f       2[3]* ,
3p6.3d8.(3F<2>).5f,2[4]*,9/2,10,,131115.28,,,,  99                                                 ,
3p6.3d8.(3F<2>).5f,2[4]*,7/2,8,,131131.15,,,,  66             :    33  3d8.(3F<2>).5f       2[3]* ,
3p6.3d8.(3F<2>).5f,2[3]*,7/2,8,,131124.96,,,,  66             :    33  3d8.(3F<2>).5f       2[4]* ,
3p6.3d8.(3F<2>).5f,2[3]*,5/2,6,,131133.58,,,,  91             :     8  3d8.(3F<2>).5f       2[2]* ,
3p6.3d8.(3F<2>).5g,2[2],3/2,4,,131211.85,,,,  99                                                 ,
3p6.3d8.(3F<2>).5g,2[2],5/2,6,,131211.85,,,,  99                                                 ,
3p6.3d8.(3F<2>).5g,2[6],11/2,12,,131218.56,,,,  99                                                 ,
3p6.3d8.(3F<2>).5g,2[6],13/2,14,,131218.56,,,,  99                                                 ,
3p6.3d8.(3F<2>).5g,2[3],5/2,6,,131222.98,,,,  99                                                 ,
3p6.3d8.(3F<2>).5g,2[3],7/2,8,,131222.98,,,,  99                                                 ,
3p6.3d8.(3F<2>).5g,2[4],9/2,10,,131232.83,,,,  99                                                 ,
3p6.3d8.(3F<2>).5g,2[4],7/2,8,,131232.83,,,,  99                                                 ,
3p6.3d8.(3F<2>).5g,2[5],11/2,12,,131233.31,,,,  99                                                 ,
3p6.3d8.(3F<2>).5g,2[5],9/2,10,,131233.31,,,,  99                                                 ,
3p6.3d7.(2G).4s.4p.(1P*),2H*,11/2,12,,131424.32,?,,,                                                     ,
3p6.3d7.(2G).4s.4p.(1P*),2H*,9/2,10,,132311.98,?,,,                                                     ,
3p6.3d7.(4P).4s.4p.(1P*),4P*,5/2,6,,131834.94,,,,                                                     ,
3p6.3d7.(4P).4s.4p.(1P*),4P*,1/2,2,,132120.70,,,,                                                     ,
3p6.3d7.(4P).4s.4p.(1P*),4P*,3/2,4,,132225.15,,,,                                                     ,
3p6.3d8.(3F).7p,2G*,9/2,10,,131928.77,,,,                                                     ,
3p6.3d8.(1D<2>).4f,2[3]*,5/2,6,,132729.48,,,,  82             :    16  3d8.(3P<2>).4f       2[3]* ,
3p6.3d8.(1D<2>).4f,2[3]*,7/2,8,,132869.16,,,,  75             :    14  3d8.(3P<2>).4f       2[3]* ,
3p6.3d8.(1D<2>).4f,2[4]*,9/2,10,,132818.16,,,,  83             :    16  3d8.(3P<2>).4f       2[4]* ,
3p6.3d8.(1D<2>).4f,2[4]*,7/2,8,,132846.53,,,,  75             :    15  3d8.(3P<2>).4f       2[4]* ,
3p6.3d8.(1D<2>).4f,2[2]*,5/2,6,,132912.15,,,,  83             :    15  3d8.(3P<2>).4f       2[2]* ,
3p6.3d8.(1D<2>).4f,2[2]*,3/2,4,,132927.97,,,,  83             :    15  3d8.(3P<2>).4f       2[2]* ,
3p6.3d8.(1D<2>).4f,2[1]*,3/2,4,,132982.51,,,,  84             :    16  3d8.(3P<2>).4f       2[1]* ,
3p6.3d8.(1D<2>).4f,2[1]*,1/2,2,,133001.47,,,,                                                     ,
3p6.3d8.(1D<2>).4f,2[5]*,11/2,12,,133014.08,,,,  83             :    16  3d8.(3P<2>).4f       2[5]* ,
3p6.3d8.(1D<2>).4f,2[5]*,9/2,10,,133031.00,,,,  83             :    16  3d8.(3P<2>).4f       2[5]* ,
3p6.3d7.(2G).4s.4p.(1P*),2F*,7/2,8,,133169.92,,,,                                                     ,
3p6.3d7.(2G).4s.4p.(1P*),2F*,5/2,6,,134208.30,,,,                                                     ,
3p6.3d7.(2F).4s.4p.(3P*),4F*,3/2,4,,133190.19,?,,,                                                     ,
3p6.3d7.(2F).4s.4p.(3P*),4F*,5/2,6,,133209.30,,,,                                                     ,
3p6.3d7.(2F).4s.4p.(3P*),4F*,7/2,8,,133528.02,,,,                                                     ,
3p6.3d7.(2F).4s.4p.(3P*),4F*,9/2,10,,133853.04,,,,                                                     ,
3p6.3d8.(3P).6s,4P,5/2,6,,133443.89,,,,                                                     ,
3p6.3d8.(3P).6s,4P,3/2,4,,133613.99,,,,                                                     ,
3p6.3d8.(3P).6s,4P,1/2,2,,133857.73,,,,                                                     ,
3p6.3d7.(2G).4s.4p.(1P*),2G*,9/2,10,,133445.75,,,,                                                     ,
3p6.3d7.(2G).4s.4p.(1P*),2G*,7/2,8,,134380.82,,,,                                                     ,
3p6.3d7.(2F).4s.4p.(3P*),4G*,11/2,12,,133625.96,,,,                                                     ,
3p6.3d8.(3F).8s,4F,9/2,10,,133715.13,,,,                                                     ,
3p6.3d8.(3F).8s,4F,7/2,8,,133809.76,,,,                                                     ,
3p6.3d8.(3F).8s,4F,5/2,6,,135116.72,,,,                                                     ,
3p6.3d8.(3F).8s,4F,3/2,4,,135983.22,,,,                                                     ,
3p6.3d8.(1D).5d,2F,7/2,8,,133734.98,,,,  81             :    13  3d8.(3P).5d          4D    ,
3p6.3d8.(1D).5d,2F,5/2,6,,133735.26,,,,  68             :    14  3d8.(1D).5d          2D    ,
3p6.3d7.(2F).4s.4p.(3P*),4D*,7/2,8,,133850.83,,,,                                                     ,
3p6.3d7.(2F).4s.4p.(3P*),4D*,5/2,6,,133973.33,,,,                                                     ,
3p6.3d7.(2F).4s.4p.(3P*),4D*,3/2,4,,134156.28,,,,                                                     ,
3p6.3d7.(2F).4s.4p.(3P*),4D*,1/2,2,,134283.76,,,,                                                     ,
3p6.3d8.(3P).6s,2P,3/2,4,,133862.21,,,,                                                     ,
3p6.3d8.(3P).6s,2P,1/2,2,,134241.96,,,,                                                     ,
3p6.3d8.(1D).5d,2D,3/2,4,,133903.00,,,,  80             :     7  3d8.(3P).5d          2D    ,
3p6.3d8.(1D).5d,2D,5/2,6,,134053.05,,,,  69             :    16  3d8.(1D).5d          2F    ,
3p6.3d8.(1D).5d,2G,9/2,10,,133922.91,,,,  83             :    16  3d8.(3P).5d          4F    ,
3p6.3d8.(1D).5d,2G,7/2,8,,133929.88,,,,  84             :    11  3d8.(3P).5d          2F    ,
3p6.3d8.(1D).5d,2P,1/2,2,,133954.85,,,,  82             :     8  3d8.(3P).5d          2P    ,
3p6.3d8.(1D).5d,2P,3/2,4,,134067.76,,,,  84             :     9  3d8.(3P).5d          4P    ,
3p6.3d8.(3F<4>).6f,2[7]*,13/2,14,,134238.44,,,, 100                                                 ,
3p6.3d8.(3F<4>).6f,2[7]*,15/2,16,,134251.30,,,, 100                                                 ,
3p6.3d8.(3F<4>).6f,2[1]*,3/2,4,,134249.72,,,,  87             :    13  3d8.(3F<4>).6f       2[2]* ,
3p6.3d8.(3F<4>).6f,2[3]*,7/2,8,,134252.85,,,,  97             :     3  3d8.(3F<4>).6f       2[4]* ,
3p6.3d8.(3F<4>).6f,2[3]*,5/2,6,,134294.99,,,,  91             :     9  3d8.(3F<4>).6f       2[2]* ,
3p6.3d8.(3F<4>).6f,2[2]*,3/2,4,,134254.69,,,,  87             :    13  3d8.(3F<4>).6f       2[1]* ,
3p6.3d8.(3F<4>).6f,2[2]*,5/2,6,,134256.05,,,,  91             :     9  3d8.(3F<4>).6f       2[3]* ,
3p6.3d8.(3F<4>).6f,2[4]*,7/2,8,,134262.07,,,,  97             :     3  3d8.(3F<4>).6f       2[3]* ,
3p6.3d8.(3F<4>).6f,2[4]*,9/2,10,,134271.59,,,, 100                                                 ,
3p6.3d8.(3F<4>).6f,2[6]*,13/2,14,,134267.20,,,, 100                                                 ,
3p6.3d8.(3F<4>).6f,2[6]*,11/2,12,,134274.62,,,,  99             :     1  3d8.(3F<4>).6f       2[5]* ,
3p6.3d8.(3F<4>).6f,2[5]*,11/2,12,,134281.66,,,,  99             :     1  3d8.(3F<4>).6f       2[6]* ,
3p6.3d8.(3F<4>).6f,2[5]*,9/2,10,,134286.38,,,, 100                                                 ,
3p6.3d8.(3F<4>).6g,2[0],1/2,2,,134320.12,,,, 100                                                 ,
3p6.3d8.(3F<4>).6g,2[1],1/2,2,,134321.35,,,, 100                                                 ,
3p6.3d8.(3F<4>).6g,2[1],3/2,4,,134321.36,,,, 100                                                 ,
3p6.3d8.(3F<4>).6g,2[2],5/2,6,,134323.86,,,, 100                                                 ,
3p6.3d8.(3F<4>).6g,2[2],3/2,4,,134323.88,,,, 100                                                 ,
3p6.3d8.(3F<4>).6g,2[8],15/2,16,,134325.08,,,, 100                                                 ,
3p6.3d8.(3F<4>).6g,2[8],17/2,18,,134325.14,,,, 100                                                 ,
3p6.3d8.(3F<4>).6g,2[3],7/2,8,,134327.52,,,, 100                                                 ,
3p6.3d8.(3F<4>).6g,2[3],5/2,6,,134327.58,,,, 100                                                 ,
3p6.3d8.(3F<4>).6g,2[4],9/2,10,,134331.78,,,, 100                                                 ,
3p6.3d8.(3F<4>).6g,2[4],7/2,8,,134331.88,,,, 100                                                 ,
3p6.3d8.(3F<4>).6g,2[7],13/2,14,,134333.36,,,, 100                                                 ,
3p6.3d8.(3F<4>).6g,2[7],15/2,16,,134333.40,,,, 100                                                 ,
3p6.3d8.(3F<4>).6g,2[5],11/2,12,,134335.47,,,, 100                                                 ,
3p6.3d8.(3F<4>).6g,2[5],9/2,10,,134335.49,,,, 100                                                 ,
3p6.3d8.(3F<4>).6g,2[6],11/2,12,,134336.63,,,, 100                                                 ,
3p6.3d8.(3F<4>).6g,2[6],13/2,14,,134336.66,,,, 100                                                 ,
3p6.3d8.(3F<4>).6h,2[1]*,3/2,4,,134336.81,,,,                                                     ,
3p6.3d8.(3F<4>).6h,2[1]*,1/2,2,,134336.81,,,,                                                     ,
3p6.3d8.(3F<4>).6h,2[2]*,5/2,6,,134338.35,,,,                                                     ,
3p6.3d8.(3F<4>).6h,2[2]*,3/2,4,,134338.35,,,,                                                     ,
3p6.3d8.(3F<4>).6h,2[9]*,19/2,20,,134339.71,,,,                                                     ,
3p6.3d8.(3F<4>).6h,2[9]*,17/2,18,,134339.71,,,,                                                     ,
